Year,Species,Average US Price (USD/t),Average Price (2005 USD/t)
2003,"SOLE, DOVER",770.0824137,818.0124798
2003,"SOLE, ENGLISH",740.1981599,786.2682248
2003,"SOLE, FLATHEAD",77.70101552,82.53714052
2003,"SOLE, PETRALE",2196.700304,2333.42332
2003,"SOLE, REX",966.818618,1026.99358
2003,"SOLE, ROCK",163.621638,173.8054777
2003,"SOLE, SAND",1818.035944,1931.190823
2003,"SOLE, YELLOWFIN",28.51290955,30.2875581
2004,"SOLE, BUTTER",716.6666667,740.4547175
2004,"SOLE, CURLFIN",792.3076923,818.6064677
2004,"SOLE, DOVER",772.3599284,797.996585
2004,"SOLE, ENGLISH",768.5091421,794.017981
2004,"SOLE, FLATHEAD",323.8753456,334.6256198
2004,"SOLE, PETRALE",2239.364203,2313.694589
2004,"SOLE, REX",580.2201476,599.4791797
2004,"SOLE, ROCK",458.1995427,473.4083901
2004,"SOLE, SAND",1496.984334,1546.67318
2004,"SOLE, YELLOWFIN",233.0348381,240.7698771
2005,"SOLE, BUTTER",896.25,896.25
2005,"SOLE, CURLFIN",712.5,712.5
2005,"SOLE, DOVER",807.3181446,807.3181446
2005,"SOLE, ENGLISH",723.3678662,723.3678662
2005,"SOLE, FLATHEAD",362.6205954,362.6205954
2005,"SOLE, PETRALE",2028.277792,2028.277792
2005,"SOLE, REX",538.72556,538.72556
2005,"SOLE, ROCK",546.4611856,546.4611856
2005,"SOLE, SAND",1481.042403,1481.042403
2005,"SOLE, YELLOWFIN",275.2455877,275.2455877
2006,"SOLE, CURLFIN",685,663.5926246
2006,"SOLE, DOVER",814.4235583,788.971484
2006,"SOLE, ENGLISH",721.9396676,699.3778669
2006,"SOLE, FLATHEAD",426.8779686,413.5373307
2006,"SOLE, PETRALE",2234.41735,2164.588137
2006,"SOLE, REX",468.0675739,453.4396932
2006,"SOLE, ROCK",571.1878809,553.3373212
2006,"SOLE, SAND",1472.789256,1426.762172
2006,"SOLE, YELLOWFIN",372.2354838,360.6025133
2007,"SOLE, CURLFIN",717.5,675.4936326
2007,"SOLE, DOVER",835.182966,786.2867952
2007,"SOLE, ENGLISH",728.270821,685.633871
2007,"SOLE, FLATHEAD",464.5467169,437.3496158
2007,"SOLE, PETRALE",2216.517315,2086.75029
2007,"SOLE, REX",532.360179,501.1929075
2007,"SOLE, ROCK",563.8759385,530.8635625
2007,"SOLE, SAND",1549.803922,1459.069938
2007,"SOLE, YELLOWFIN",391.5137223,368.5923714
2008,"SOLE, CURLFIN",,
2008,"SOLE, DOVER",828.7202173,763.3226974
2008,"SOLE, ENGLISH",716.4679622,659.9287021
2008,"SOLE, FANTAIL",760,700.0254584
2008,"SOLE, FLATHEAD",426.5582812,392.8969162
2008,"SOLE, PETRALE",2244.075378,2066.986704
2008,"SOLE, REX",575.2346016,529.8406127
2008,"SOLE, ROCK",517.657901,476.8075124
2008,"SOLE, SAND",1806.974359,1664.379018
2008,"SOLE, YELLOWFIN",387.6088243,357.0211117
2009,"SOLE, BUTTER",1010,922.1919228
2009,"SOLE, CURLFIN",615,561.5327054
2009,"SOLE, DOVER",743.803652,679.1383366
2009,"SOLE, ENGLISH",674.1691275,615.5577465
2009,"SOLE, FANTAIL",4115,3757.247289
2009,"SOLE, FLATHEAD",356.3445081,325.3643832
2009,"SOLE, PETRALE",2018.415825,1842.937396
2009,"SOLE, REX",556.7029466,508.3039215
2009,"SOLE, ROCK",419.4287073,382.9641248
2009,"SOLE, SAND",1699.564394,1551.806491
2009,"SOLE, YELLOWFIN",354.1114031,323.3254215
2010,"SOLE, BUTTER",,
2010,"SOLE, CURLFIN",950,855.9579455
2010,"SOLE, DOVER",663.9676271,598.2403852
2010,"SOLE, ENGLISH",658.3561093,593.1843608
2010,"SOLE, FLATHEAD",279.377315,251.7212974
2010,"SOLE, PETRALE",2504.230913,2256.332998
2010,"SOLE, REX",556.3499956,501.2759992
2010,"SOLE, ROCK",346.3188955,312.0362214
2010,"SOLE, SAND",1825.475842,1644.769001
2010,"SOLE, YELLOWFIN",289.998543,261.2911127
2011,"SOLE, BUTTER",,
2011,"SOLE, CURLFIN",1070,943.9950505
2011,"SOLE, DEEPSEA",1130,996.9293524
2011,"SOLE, DOVER",894.112052,788.8199548
2011,"SOLE, ENGLISH",692.257721,610.7363199
2011,"SOLE, FLATHEAD",323.83303,285.6979229
2011,"SOLE, PETRALE",3122.400087,2754.701147
2011,"SOLE, REX",670.4128117,591.4639028
2011,"SOLE, ROCK",356.4934819,314.5122266
2011,"SOLE, SAND",2179.160207,1922.538738
2011,"SOLE, SLENDER",,
2011,"SOLE, YELLOWFIN",310.5996677,274.0229429
2012,"SOLE, BUTTER",2727.5,2350.740239
2012,"SOLE, CURLFIN",1423.333333,1226.722984
2012,"SOLE, DOVER",928.8860067,800.5755136
2012,"SOLE, ENGLISH",744.9553571,642.0518916
2012,"SOLE, FLATHEAD",360.7929368,310.955261
2012,"SOLE, PETRALE",3259.554088,2809.299708
2012,"SOLE, REX",627.959596,541.2171918
2012,"SOLE, ROCK",357.9395105,308.4959892
2012,"SOLE, SAND",2268.050239,1954.755989
2012,"SOLE, SLENDER",,
2012,"SOLE, YELLOWFIN",339.433,292.545852
1950,MENHADEN,22.34483538,158.7377105
1951,MENHADEN,25.39582297,165.3775992
1952,MENHADEN,21.06665785,134.1946105
1953,MENHADEN,24.14925335,152.5025349
1954,MENHADEN,29.79980108,186.5467547
1955,MENHADEN,29.55161039,185.5841133
1956,MENHADEN,29.87960817,184.6559785
1957,MENHADEN,28.97023628,172.3729059
1958,MENHADEN,31.2126222,179.4725777
1959,MENHADEN,26.2346824,149.8262712
1960,MENHADEN,22.17296927,119.0500398
1961,MENHADEN,24.36345478,129.2221143
1962,MENHADEN,24.28603085,127.0753406
1963,MENHADEN,27.17806476,140.7165886
1964,MENHADEN,31.16224899,158.9468623
1965,MENHADEN,34.57878461,173.12167
1966,MENHADEN,36.69381895,178.4415367
1967,MENHADEN,27.26396125,128.6028114
1968,MENHADEN,28.10837723,127.1736191
1969,MENHADEN,33.48287328,144.6448705
1970,MENHADEN,40.89392189,168.1327581
1971,MENHADEN,35.44772484,138.8196724
1972,MENHADEN,36.09366229,135.5294921
1973,MENHADEN,87.73736776,312.1522928
1974,MENHADEN,73.77567579,240.6261762
1975,MENHADEN,60.35195732,179.8179022
1976,MENHADEN,72.63088576,204.7122251
1977,MENHADEN,83.95391921,222.4553714
1978,MENHADEN,84.09313706,208.2265784
1979,MENHADEN,92.63570806,211.7163886
1980,MENHADEN,99.04478768,207.4447
1981,MENHADEN,85.18741784,163.1317918
1982,MENHADEN,85.65792288,154.6125906
1983,MENHADEN,89.64614187,155.6543735
1984,MENHADEN,92.36802179,154.5750569
1985,MENHADEN,80.89993632,131.3715368
1986,MENHADEN,86.43512073,137.2902251
1987,MENHADEN,85.17649001,131.439964
1988,MENHADEN,111.4516051,166.1987191
1989,MENHADEN,94.7366081,136.1478453
1990,MENHADEN,97.17295393,134.5463871
1991,MENHADEN,106.3824535,142.4567368
1992,MENHADEN,113.3472943,148.6522486
1993,MENHADEN,114.8048856,147.3337213
1994,MENHADEN,113.5324959,142.7934987
1995,MENHADEN,120.3134871,147.8817757
1996,MENHADEN,121.6461914,146.9183286
1997,MENHADEN,125.5392852,148.7526112
1998,MENHADEN,136.404846,159.3881497
1999,MENHADEN,126.8310911,146.0596172
2000,MENHADEN,142.8739297,161.0499853
2001,MENHADEN,132.7736211,146.3469179
2002,MENHADEN,102.4894684,111.1617137
2003,MENHADEN,99.78214444,105.9926028
2004,MENHADEN,110.6476179,114.3203032
2005,MENHADEN,110.8138277,110.8138277
2006,MENHADEN,119.0398315,115.3196412
2007,MENHADEN,137.7287794,129.6653847
2008,MENHADEN,149.2091027,137.4344349
2009,MENHADEN,141.3805993,129.0891552
2010,MENHADEN,162.5348067,146.4452202
2011,MENHADEN,154.3905631,136.2092779
2012,MENHADEN,168.4207406,145.1561547
1950,"GROUPER, GOLIATH",129.0701754,916.9145263
1950,"GROUPER, WARSAW",196.6587112,1397.063484
1950,GROUPERS,213.851347,1519.199969
1951,"GROUPER, GOLIATH",144.739229,942.5418594
1951,"GROUPER, WARSAW",198.5150571,1292.730052
1951,GROUPERS,242.5319409,1579.367999
1952,"GROUPER, GOLIATH",207.3929961,1321.093385
1952,"GROUPER, WARSAW",204.7915087,1304.521911
1952,GROUPERS,290.7212442,1851.894325
1953,"GROUPER, GOLIATH",206.13654,1301.75225
1953,"GROUPER, WARSAW",156.2828714,986.9263326
1953,GROUPERS,251.025282,1585.224656
1954,"GROUPER, GOLIATH",167.3040153,1047.323136
1954,"GROUPER, WARSAW",197.7944862,1238.193484
1954,GROUPERS,256.7200908,1607.067768
1955,"GROUPER, GOLIATH",140.9042553,884.8787234
1955,"GROUPER, WARSAW",182.7329193,1147.562733
1955,GROUPERS,237.1633444,1489.385803
1956,"GROUPER, GOLIATH",137.5378788,849.9840909
1956,"GROUPER, WARSAW",146.3838384,904.6521212
1956,GROUPERS,227.8782288,1408.287454
1957,"GROUPER, GOLIATH",155.4121864,924.702509
1957,"GROUPER, WARSAW",158.1121281,940.7671625
1957,GROUPERS,228.36578,1358.776391
1958,"GROUPER, GOLIATH",190.3327787,1094.413478
1958,"GROUPER, WARSAW",168.8390805,970.8247126
1958,GROUPERS,253.7360587,1458.982337
1959,"GROUPER, GOLIATH",186.0636516,1062.609514
1959,"GROUPER, WARSAW",158.5648148,905.5636574
1959,GROUPERS,261.4798532,1493.311442
1960,"GROUPER, GOLIATH",170.5916031,915.9322271
1960,"GROUPER, WARSAW",162.484375,872.4032884
1960,GROUPERS,258.6445909,1388.702093
1961,"GROUPER, GOLIATH",165.9307359,880.0853867
1961,"GROUPER, WARSAW",141.2810707,749.3452318
1961,GROUPERS,232.6890399,1234.16691
1962,"GROUPER, GOLIATH",160.4668305,839.6339965
1962,"GROUPER, WARSAW",162.4158126,849.8319399
1962,GROUPERS,235.9185049,1234.430795
1963,"GROUPER, GOLIATH",163.3753943,845.8890784
1963,"GROUPER, WARSAW",145.886194,755.337355
1963,GROUPERS,231.052168,1196.290948
1964,"GROUPER, GOLIATH",200.2468007,1021.383298
1964,"GROUPER, WARSAW",184.0271967,938.6532241
1964,GROUPERS,244.8731345,1249.005372
1965,"GROUPER, GOLIATH",195.7488372,980.0334506
1965,"GROUPER, WARSAW",169.2742927,847.4863584
1965,GROUPERS,246.3203483,1233.224086
1966,"GROUPER, GOLIATH",195.0362319,948.458512
1966,"GROUPER, WARSAW",188.5233442,916.7864288
1966,GROUPERS,284.0215241,1381.192764
1967,"GROUPER, GOLIATH",187.8524229,886.0909646
1967,"GROUPER, WARSAW",205.0199203,967.0692352
1967,GROUPERS,317.3257657,1496.810578
1968,"GROUPER, GOLIATH",197.9519071,895.6141518
1968,"GROUPER, WARSAW",244.9079755,1108.062316
1968,GROUPERS,369.2773841,1670.75961
1969,"GROUPER, GOLIATH",213.3809001,921.7982105
1969,"GROUPER, WARSAW",289.4004283,1250.199979
1969,GROUPERS,421.0718296,1819.015942
1970,"GROUPER, GOLIATH",201.352381,827.8475038
1970,"GROUPER, WARSAW",308.4126984,1268.019188
1970,GROUPERS,409.168436,1682.269993
1971,"GROUPER, GOLIATH",194.1685393,760.3989577
1971,"GROUPER, WARSAW",319.7115385,1252.047945
1971,GROUPERS,434.0097037,1699.660138
1972,"GROUPER, GOLIATH",218.4643848,820.3203897
1972,"GROUPER, WARSAW",389.9331849,1464.175236
1972,GROUPERS,572.0403212,2147.976383
1973,"GROUPER, GOLIATH",251.4103731,894.4686442
1973,"GROUPER, WARSAW",443.5945274,1578.222054
1973,GROUPERS,652.8482025,2322.705461
1974,"GROUPER, GOLIATH",326.9617894,1066.416055
1974,"GROUPER, WARSAW",584.7218789,1907.124378
1974,GROUPERS,759.7024517,2477.839667
1975,"GROUPER, GOLIATH",337.5553587,1005.74197
1975,"GROUPER, WARSAW",587.6531943,1750.905344
1975,GROUPERS,875.2271212,2607.728263
1976,"GROUPER, GOLIATH",381.1197917,1074.197014
1976,"GROUPER, WARSAW",638.7626263,1800.370699
1976,GROUPERS,1042.475747,2938.247656
1977,"GROUPER, GOLIATH",508.4261501,1347.19295
1977,"GROUPER, WARSAW",782.7125942,2073.97847
1977,GROUPERS,1310.887546,3473.500448
1978,"GROUPER, GOLIATH",419.3717817,1038.424231
1978,"GROUPER, WARSAW",894.9402985,2215.999578
1978,GROUPERS,1552.36746,3843.882818
1979,"GROUPER, GOLIATH",523.9878049,1197.559862
1979,"GROUPER, WARSAW",1136.943231,2598.452801
1979,GROUPERS,1759.737822,4021.832881
1980,"GROUPER, GOLIATH",637.0501475,1334.271897
1980,"GROUPER, WARSAW",1217.140351,2549.243841
1980,GROUPERS,2004.193991,4197.691076
1981,"GROUPER, GOLIATH",907.0466884,1736.971906
1981,"GROUPER, SNOWY",1854.208145,3550.762598
1981,"GROUPER, WARSAW",1349.964489,2585.148505
1981,GROUPERS,2308.522022,4420.762402
1982,"GROUPER, GOLIATH",953.9272271,1721.839088
1982,"GROUPER, RED",1708.644068,3084.103336
1982,"GROUPER, SNOWY",1973.598726,3562.346618
1982,"GROUPER, WARSAW",1454.64,2625.625876
1982,GROUPERS,2228.202562,4021.906659
1983,"GROUPER, BLACK",1910.410959,3317.084425
1983,"GROUPER, GOLIATH",1022.552255,1775.477755
1983,"GROUPER, RED",1975.142857,3429.479703
1983,"GROUPER, SNOWY",2062.384981,3580.959934
1983,"GROUPER, WARSAW",1616.889279,2807.436913
1983,"GROUPER, YELLOWEDGE",2000.537634,3473.573159
1983,GROUPERS,2609.813642,4531.47117
1984,"GROUPER, BLACK",3013.289225,5042.647274
1984,"GROUPER, GOLIATH",1327.857143,2222.12828
1984,"GROUPER, RED",2815.818182,4712.185529
1984,"GROUPER, SNOWY",2747.073844,4597.143984
1984,"GROUPER, WARSAW",1898.395722,3176.907126
1984,"GROUPER, YELLOWEDGE",2567.777778,4297.097506
1984,"GROUPER, YELLOWFIN",2546.666667,4261.768707
1984,GROUPERS,2986.742775,4998.222603
1985,"GROUPER, BLACK",3815.622776,6196.101638
1985,"GROUPER, GOLIATH",1475.089463,2395.363687
1985,"GROUPER, RED",2808.630137,4560.869566
1985,"GROUPER, SNOWY",3125.140056,5074.842708
1985,"GROUPER, WARSAW",1928.100649,3130.998082
1985,"GROUPER, YELLOWEDGE",2996.687192,4866.251071
1985,"GROUPER, YELLOWFIN",2724.333333,4423.981935
1985,GROUPERS,3350.404404,5440.644276
1986,"GROUPER, BLACK",4188.854555,6653.415648
1986,"GROUPER, GOLIATH",1615.147601,2565.438399
1986,"GROUPER, MARBLED",2557.692308,4062.5402
1986,"GROUPER, NASSAU",3769.142857,5986.761711
1986,"GROUPER, RED",3415.866106,5425.630492
1986,"GROUPER, SNOWY",3720.192837,5909.01138
1986,"GROUPER, WARSAW",2000.979148,3178.278405
1986,"GROUPER, YELLOWEDGE",3511.413127,5577.39371
1986,"GROUPER, YELLOWFIN",4298.080653,6826.906186
1986,GROUPERS,3136.387926,4981.718087
1987,"GROUPER, BLACK",4188.644201,6463.699581
1987,"GROUPER, GOLIATH",1677.081784,2587.986066
1987,"GROUPER, MARBLED",2550,3935.028411
1987,"GROUPER, RED",3416.489567,5272.150397
1987,"GROUPER, SNOWY",3565.117026,5501.504622
1987,"GROUPER, WARSAW",2395.302245,3696.306819
1987,"GROUPER, YELLOWEDGE",4021.758176,6206.169681
1987,"GROUPER, YELLOWFIN",4270.261438,6589.64709
1987,GROUPERS,3557.446271,5489.667508
1988,"GROUPER, BLACK",4924.928866,7344.146081
1988,"GROUPER, GOLIATH",1676.47929,2499.997288
1988,"GROUPER, MARBLED",2408.888889,3592.180187
1988,"GROUPER, NASSAU",3692.380952,5506.147569
1988,"GROUPER, RED",3575.813343,5332.319769
1988,"GROUPER, SNOWY",3741.300668,5579.097565
1988,"GROUPER, WARSAW",2667.503671,3977.83139
1988,"GROUPER, YELLOWEDGE",4009.472879,5979.000984
1988,"GROUPER, YELLOWFIN",3434.869565,5122.14177
1988,GROUPERS,3606.449378,5378.004798
1989,"GROUPER, BLACK",4488.49414,6450.503326
1989,"GROUPER, GOLIATH",1795.119306,2579.801308
1989,"GROUPER, MARBLED",3904.5,5611.233846
1989,"GROUPER, NASSAU",3746.923077,5384.776946
1989,"GROUPER, RED",3412.43396,4904.076049
1989,"GROUPER, SNOWY",3567.968872,5127.598333
1989,"GROUPER, WARSAW",2717.791971,3905.792366
1989,"GROUPER, YELLOWEDGE",4230.186986,6079.285027
1989,"GROUPER, YELLOWFIN",3552.573643,5105.473548
1989,GROUPERS,3524.277549,5064.808673
1990,"GROUPER, BLACK",4678.165057,6477.421765
1990,"GROUPER, GOLIATH",2032.115385,2813.681916
1990,"GROUPER, MARBLED",3052.142857,4226.019461
1990,"GROUPER, MISTY",3455,4783.818425
1990,"GROUPER, NASSAU",3642.857143,5043.926808
1990,"GROUPER, RED",3917.049049,5423.574938
1990,"GROUPER, SNOWY",3756.621581,5201.445886
1990,"GROUPER, WARSAW",2865.374233,3967.418249
1990,"GROUPER, YELLOWEDGE",4157.174535,5756.054454
1990,"GROUPER, YELLOWFIN",3736.785714,5173.980999
1990,GROUPERS,3653.658892,5058.882989
1991,"GROUPER, BLACK",4545.1377,6086.39361
1991,"GROUPER, GOLIATH",897.5,1201.842194
1991,"GROUPER, MARBLED",2712.926829,3632.880148
1991,"GROUPER, NASSAU",3767.307692,5044.801496
1991,"GROUPER, RED",3755.292488,5028.711937
1991,"GROUPER, SNOWY",3760.4212,5035.579795
1991,"GROUPER, WARSAW",2916.803714,3905.891671
1991,"GROUPER, YELLOWEDGE",4116.458967,5512.349945
1991,"GROUPER, YELLOWFIN",4463.5,5977.072572
1991,GROUPERS,3714.236582,4973.733975
1992,"GROUPER, BLACK",3988.758074,5231.160218
1992,"GROUPER, MARBLED",2780.879121,3647.056041
1992,"GROUPER, NASSAU",3409.8,4471.870638
1992,"GROUPER, RED",3542.03924,4645.299218
1992,"GROUPER, SNOWY",3598.961765,4719.95174
1992,"GROUPER, WARSAW",2821.284404,3700.046597
1992,"GROUPER, YELLOWEDGE",3970.477099,5207.18516
1992,"GROUPER, YELLOWFIN",3834.210526,5028.474829
1992,GROUPERS,3776.506024,4952.796763
1993,"GROUPER, BLACK",4109.510326,5273.899678
1993,"GROUPER, MARBLED",2999.187817,3848.978201
1993,"GROUPER, NASSAU",4365,5601.779839
1993,"GROUPER, RED",3517.440327,4514.072465
1993,"GROUPER, SNOWY",3839.691613,4927.630485
1993,"GROUPER, WARSAW",2927.151163,3756.530669
1993,"GROUPER, YELLOWEDGE",4173.538783,5356.069968
1993,"GROUPER, YELLOWFIN",4086.111111,5243.870525
1993,GROUPERS,3936.858869,5052.329127
1994,"GROUPER, BLACK",4470.345912,5622.498897
1994,"GROUPER, MARBLED",3796.814159,4775.376189
1994,"GROUPER, NASSAU",3530.769231,4440.762862
1994,"GROUPER, RED",3839.430656,4828.976338
1994,"GROUPER, SNOWY",3970.093509,4993.315242
1994,"GROUPER, WARSAW",3130.570866,3937.420412
1994,"GROUPER, YELLOWEDGE",4522.178591,5687.690537
1994,"GROUPER, YELLOWFIN",4323.225806,5437.461174
1994,GROUPERS,3994.947683,5024.575141
1995,"GROUPER, BLACK",4605.291577,5660.534925
1995,"GROUPER, MARBLED",4116.25,5059.435759
1995,"GROUPER, RED",3622.086677,4452.041265
1995,"GROUPER, SNOWY",3848.684919,4730.561581
1995,"GROUPER, WARSAW",3205.549598,3940.06007
1995,"GROUPER, YELLOWEDGE",4459.545561,5481.393084
1995,"GROUPER, YELLOWFIN",4330.444444,5322.710106
1995,GROUPERS,4038.472012,4963.835945
1996,"GROUPER, BLACK",4874.174147,5886.78947
1996,"GROUPER, MARBLED",4287.272727,5177.958601
1996,"GROUPER, MISTY",3033.333333,3663.511846
1996,"GROUPER, NASSAU",2907.5,3511.536492
1996,"GROUPER, RED",4044.983613,4885.333643
1996,"GROUPER, SNOWY",4115.635091,4970.663047
1996,"GROUPER, WARSAW",3645.625,4403.007815
1996,"GROUPER, YELLOWEDGE",4960.48474,5991.031188
1996,"GROUPER, YELLOWFIN",4538.461538,5481.332178
1996,GROUPERS,4451.629328,5376.460475
1997,"GROUPER, BLACK",4884.071295,5787.179348
1997,"GROUPER, MARBLED",4155.555556,4923.954595
1997,"GROUPER, RED",4022.315786,4766.077611
1997,"GROUPER, SNOWY",4208.552331,4986.750944
1997,"GROUPER, WARSAW",3818.439024,4524.50223
1997,"GROUPER, YELLOWEDGE",4877.111052,5778.932095
1997,"GROUPER, YELLOWFIN",4387.727273,5199.056919
1997,GROUPERS,4522.025316,5358.187861
1998,"GROUPER, BLACK",4918.168724,5746.847239
1998,"GROUPER, MARBLED",4056.557377,4740.060146
1998,"GROUPER, RED",4115.095429,4808.461468
1998,"GROUPER, SNOWY",4359.852867,5094.458896
1998,"GROUPER, WARSAW",3971.321696,4640.462823
1998,"GROUPER, YELLOWEDGE",5080.526638,5936.561375
1998,"GROUPER, YELLOWFIN",5128,5992.03368
1998,GROUPERS,4701.975117,5494.226455
1999,"GROUPER, BLACK",5015.899865,5776.347171
1999,"GROUPER, MARBLED",3868,4454.417245
1999,"GROUPER, MISTY",4712.5,5426.949656
1999,"GROUPER, RED",4146.646125,4775.308173
1999,"GROUPER, SNOWY",4426.329687,5097.393819
1999,"GROUPER, WARSAW",3959.544924,4559.841053
1999,"GROUPER, YELLOWEDGE",5106.142276,5880.270996
1999,"GROUPER, YELLOWFIN",4328.333333,4984.540497
1999,"GROUPER, YELLOWMOUTH",4797.5,5524.836281
1999,GROUPERS,4786.628131,5512.316157
2000,"GROUPER, BLACK",5238.255477,5904.652932
2000,"GROUPER, MARBLED",3850,4339.787146
2000,"GROUPER, MISTY",3441.538462,3879.362176
2000,"GROUPER, RED",4262.086549,4804.298291
2000,"GROUPER, SNOWY",4564.506291,5145.191098
2000,"GROUPER, WARSAW",3897.567954,4393.406574
2000,"GROUPER, YELLOWEDGE",5371.832568,6055.223358
2000,"GROUPER, YELLOWFIN",4809.534884,5421.391602
2000,GROUPERS,5049.943503,5692.38439
2001,"GROUPER, BLACK",5309.466162,5852.246871
2001,"GROUPER, MARBLED",3540.833333,3902.808713
2001,"GROUPER, RED",4254.968807,4689.949446
2001,"GROUPER, SNOWY",4729.575107,5213.074211
2001,"GROUPER, WARSAW",3942.492013,4345.528504
2001,"GROUPER, YELLOWEDGE",5657.428931,6235.781479
2001,"GROUPER, YELLOWFIN",5088.75,5608.967146
2001,GROUPERS,4737.70202,5222.031929
2002,"GROUPER, BLACK",5188.245214,5627.253593
2002,"GROUPER, MARBLED",4207.272727,4563.275172
2002,"GROUPER, MISTY",4124,4472.956243
2002,"GROUPER, RED",4079.466747,4424.654766
2002,"GROUPER, SNOWY",4656.162291,5050.14796
2002,"GROUPER, WARSAW",3997.502634,4335.75518
2002,"GROUPER, YELLOWEDGE",5611.892421,6086.748117
2002,"GROUPER, YELLOWFIN",4620.888889,5011.889865
2002,"GROUPER, YELLOWMOUTH",4152.5,4503.867798
2002,GROUPERS,6310.255864,6844.204257
2003,"GROUPER, BLACK",5434.372701,5772.609023
2003,"GROUPER, MARBLED",4270.714286,4536.524301
2003,"GROUPER, MISTY",4773.636364,5070.748338
2003,"GROUPER, RED",4433.050676,4708.964537
2003,"GROUPER, SNOWY",4771.236252,5068.198843
2003,"GROUPER, WARSAW",4153.344978,4411.849907
2003,"GROUPER, YELLOWEDGE",5517.289447,5860.686521
2003,"GROUPER, YELLOWFIN",4884.883721,5188.919751
2003,GROUPERS,7042.96,7481.31508
2004,"GROUPER, BLACK",5452.286805,5633.262539
2004,"GROUPER, MARBLED",4487.647059,4636.603863
2004,"GROUPER, RED",4332.313075,4476.113936
2004,"GROUPER, SNOWY",4859.98994,5021.305783
2004,"GROUPER, WARSAW",4120.263158,4257.025525
2004,"GROUPER, YELLOWEDGE",5447.878914,5628.708338
2004,"GROUPER, YELLOWFIN",5588.507463,5774.004718
2004,"GROUPER, YELLOWMOUTH",5960,6157.82807
2004,GROUPERS,7123.170732,7359.607496
2005,"GROUPER, BLACK",5789.634794,5789.634794
2005,"GROUPER, MARBLED",4609.333333,4609.333333
2005,"GROUPER, RED",4625.310755,4625.310755
2005,"GROUPER, SNOWY",5208.767478,5208.767478
2005,"GROUPER, WARSAW",4539.386085,4539.386085
2005,"GROUPER, YELLOWEDGE",5701.453544,5701.453544
2005,"GROUPER, YELLOWFIN",5809.069767,5809.069767
2005,"GROUPER, YELLOWMOUTH",5700,5700
2005,GROUPERS,8409.120521,8409.120521
2006,"GROUPER, BLACK",6412.586455,6212.182593
2006,"GROUPER, MARBLED",4480,4339.99264
2006,"GROUPER, MISTY",5395,5226.397386
2006,"GROUPER, RED",5254.947673,5090.721924
2006,"GROUPER, SNOWY",5567.95715,5393.949341
2006,"GROUPER, WARSAW",4896.885759,4743.850034
2006,"GROUPER, YELLOWEDGE",6091.259843,5900.897965
2006,"GROUPER, YELLOWFIN",6821.818182,6608.625156
2006,"GROUPER, YELLOWMOUTH",,
2006,GROUPERS,8316.5,8056.595711
2007,"GROUPER, BLACK",7012.450331,6601.903202
2007,"GROUPER, MARBLED",4674,4400.358521
2007,"GROUPER, MISTY",6658.333333,6268.518147
2007,"GROUPER, RED",5653.589333,5322.597346
2007,"GROUPER, SNOWY",6368.213523,5995.383535
2007,"GROUPER, WARSAW",4927.321867,4638.849543
2007,"GROUPER, YELLOWEDGE",6870.60483,6468.362112
2007,"GROUPER, YELLOWFIN",7248.947368,6824.554412
2007,GROUPERS,10362.8,9756.10511
2008,"GROUPER, BLACK",7136.697417,6573.513001
2008,"GROUPER, MARBLED",4851.176471,4468.351358
2008,"GROUPER, MISTY",6277.5,5782.118177
2008,"GROUPER, RED",5400.536116,4974.358908
2008,"GROUPER, SNOWY",6074.910045,5595.51538
2008,"GROUPER, WARSAW",5625.144928,5181.242969
2008,"GROUPER, YELLOWEDGE",7008.638001,6455.559249
2008,"GROUPER, YELLOWFIN",7638.947368,7036.128464
2008,GROUPERS,10391.47059,9571.439423
2009,"GROUPER, BLACK",7291.963824,6658.010039
2009,"GROUPER, MARBLED",4510,4117.906507
2009,"GROUPER, MISTY",5387.692308,4919.293394
2009,"GROUPER, RED",5337.247816,4873.234481
2009,"GROUPER, SNOWY",5629.594485,5140.164913
2009,"GROUPER, WARSAW",5579.638336,5094.551887
2009,"GROUPER, YELLOWEDGE",6519.795964,5952.973442
2009,"GROUPER, YELLOWFIN",7698.666667,7029.354669
2009,GROUPERS,9661.826923,8821.840344
2010,"GROUPER, BLACK",7572.685185,6823.052688
2010,"GROUPER, RED",5739.41671,5171.262459
