SciName,CommName,family,order
Nemadactylus spp,Morwongs,Cheilodactylidae,PERCOIDEI
Latridopsis spp,,Latridae,PERCOIDEI
Latridae,Trumpeters nei,Latridae,PERCOIDEI
Pogonophryne spp,,Artedidraconidae,PERCOIDEI
Artedidraco spp,,Artedidraconidae,PERCOIDEI
Artedidraconidae,Barbeled plunderfishes nei,Artedidraconidae,PERCOIDEI
Dissostichus spp,Antarctic toothfishes nei,Nototheniidae,PERCOIDEI
Patagonotothen spp,Patagonotothen nei,Nototheniidae,PERCOIDEI
Parachaenichthys spp,,Bathydraconidae,PERCOIDEI
Bathydraconidae,Dragonfishes nei,Bathydraconidae,PERCOIDEI
Cryodraco spp,,Channichthyidae,PERCOIDEI
Pagetopsis spp,,Channichthyidae,PERCOIDEI
Channichthyidae,Crocodile icefishes nei,Channichthyidae,PERCOIDEI
Epigonus spp,Cardinal fishes nei,Epigonidae,PERCOIDEI
Harpagiferidae,Spiny plunderfishes nei,Harpagiferidae,PERCOIDEI
Anarhichas spp,Wolffishes(=Catfishes) nei,Anarhichadidae,ZOARCOIDEI
Lycodes spp,Eelpouts,Zoarcidae,ZOARCOIDEI
Lycenchelys spp,,Zoarcidae,ZOARCOIDEI
Lycodapus spp,,Zoarcidae,ZOARCOIDEI
Melanostigma spp,,Zoarcidae,ZOARCOIDEI
Ophthalmolycus spp,,Zoarcidae,ZOARCOIDEI
Pachycara spp,,Zoarcidae,ZOARCOIDEI
Zoarcidae,Eelpouts nei,Zoarcidae,ZOARCOIDEI
Uranoscopus spp,Stargazers,Uranoscopidae,TRACHINOIDEI
Uranoscopidae,Stargazers nei,Uranoscopidae,TRACHINOIDEI
Rexea spp,,Gempylidae,SCOMBROIDEI
Gempylidae,"Snake mackerels, escolars nei",Gempylidae,SCOMBROIDEI
Benthodesmus spp,Frostfishes,Trichiuridae,SCOMBROIDEI
Trichiurus spp,Hairtails nei,Trichiuridae,SCOMBROIDEI
Aphanopus spp,,Trichiuridae,SCOMBROIDEI
Trichiuridae,"Hairtails, scabbardfishes nei",Trichiuridae,SCOMBROIDEI
Ariomma spp,Ariommatids nei,Ariommatidae,"STROMATEOIDEI, ANABANTOIDEI"
Schedophilus spp,Schedophilus nei,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Seriolella spp,Warehou nei,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Centrolophidae,"Ruffs, barrelfishes nei",Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Sebastes spp,Atlantic redfishes nei,Scorpaenidae,SCORPAENIFORMES
Scorpaena spp,"Scorpionfishes, rockfishes nei",Scorpaenidae,SCORPAENIFORMES
Helicolenus spp,Rosefishes nei,Scorpaenidae,SCORPAENIFORMES
Trachyscorpia spp,,Scorpaenidae,SCORPAENIFORMES
Scorpaenidae,Scorpionfishes nei,Scorpaenidae,SCORPAENIFORMES
Trigla spp,Gurnards nei,Triglidae,SCORPAENIFORMES
Chelidonichthys spp,Indo-Pacific gurnards,Triglidae,SCORPAENIFORMES
Prionotus spp,Atlantic searobins,Triglidae,SCORPAENIFORMES
Triglidae,"Gurnards, searobins nei",Triglidae,SCORPAENIFORMES
Hoplichthys spp,,Hoplichthyidae,SCORPAENIFORMES
Cyclopteridae,Lumpfishes nei,Cyclopteridae,SCORPAENIFORMES
Careproctus spp,,Liparidae,SCORPAENIFORMES
Paraliparis spp,,Liparidae,SCORPAENIFORMES
Liparidae,Snailfishes nei,Liparidae,SCORPAENIFORMES
Lophius spp,Monkfishes nei,Lophiidae,LOPHIIFORMES
Lophiidae,Anglerfishes nei,Lophiidae,LOPHIIFORMES
Melanocetidae,Black seadevils nei,Melanocetidae,LOPHIIFORMES
Himantolophus spp,,Himantolophidae,LOPHIIFORMES
Oneirodidae,Dreamers nei,Oneirodidae,LOPHIIFORMES
Perciformes,Demersal percomorphs nei,,PISCES MISCELLANEA
Clupea harengus,Atlantic herring,Clupeidae,CLUPEIFORMES
Clupea pallasii,Pacific herring,Clupeidae,CLUPEIFORMES
Chirocentrodon bleekerianus,Dogtooth herring,Clupeidae,CLUPEIFORMES
Amblygaster clupeoides,Bleeker smoothbelly sardinella,Clupeidae,CLUPEIFORMES
Amblygaster leiogaster,Smoothbelly sardinella,Clupeidae,CLUPEIFORMES
Amblygaster sirm,Spotted sardinella,Clupeidae,CLUPEIFORMES
Sardinella brachysoma,Deepbody sardinella,Clupeidae,CLUPEIFORMES
Sardinella rouxi,Yellowtail sardinella,Clupeidae,CLUPEIFORMES
Sardinella gibbosa,Goldstripe sardinella,Clupeidae,CLUPEIFORMES
Sardinella longiceps,Indian oil sardine,Clupeidae,CLUPEIFORMES
Sardinella melanura,Blacktip sardinella,Clupeidae,CLUPEIFORMES
Sardinella fimbriata,Fringescale sardinella,Clupeidae,CLUPEIFORMES
Sardinella sindensis,Sind sardinella,Clupeidae,CLUPEIFORMES
Sardinella aurita,Round sardinella,Clupeidae,CLUPEIFORMES
Sardinella neglecta,East African sardinella,Clupeidae,CLUPEIFORMES
Sardinella jussieui,Mauritian sardinella,Clupeidae,CLUPEIFORMES
Sardinella maderensis,Madeiran sardinella,Clupeidae,CLUPEIFORMES
Sardinella albella,White sardinella,Clupeidae,CLUPEIFORMES
Sardinella zunasi,Japanese sardinella,Clupeidae,CLUPEIFORMES
Sardinella lemuru,Bali sardinella,Clupeidae,CLUPEIFORMES
Sardinella brasiliensis,Brazilian sardinella,Clupeidae,CLUPEIFORMES
Sardinella fijiense,Fiji sardinella,Clupeidae,CLUPEIFORMES
Sardinops melanostictus,Japanese pilchard,Clupeidae,CLUPEIFORMES
Sardinops caeruleus,California pilchard,Clupeidae,CLUPEIFORMES
Sardinops sagax,South American pilchard,Clupeidae,CLUPEIFORMES
Sardinops ocellatus,Southern African pilchard,Clupeidae,CLUPEIFORMES
Sardinops neopilchardus,Australian pilchard,Clupeidae,CLUPEIFORMES
Brevoortia aurea,Brazilian menhaden,Clupeidae,CLUPEIFORMES
Brevoortia pectinata,Argentine menhaden,Clupeidae,CLUPEIFORMES
Brevoortia tyrannus,Atlantic menhaden,Clupeidae,CLUPEIFORMES
Brevoortia patronus,Gulf menhaden,Clupeidae,CLUPEIFORMES
Brevoortia smithi,Yellowfin menhaden,Clupeidae,CLUPEIFORMES
Dussumieria acuta,Rainbow sardine,Clupeidae,CLUPEIFORMES
Dussumieria elopsoides,Slender rainbow sardine,Clupeidae,CLUPEIFORMES
Ethmalosa fimbriata,Bonga shad,Clupeidae,CLUPEIFORMES
Etrumeus teres,Red-eye round herring,Clupeidae,CLUPEIFORMES
Etrumeus whiteheadi,Whitehead's round herring,Clupeidae,CLUPEIFORMES
Harengula clupeola,False herring,Clupeidae,CLUPEIFORMES
Harengula humeralis,Redear herring,Clupeidae,CLUPEIFORMES
Harengula thrissina,Pacific flatiron herring,Clupeidae,CLUPEIFORMES
Harengula jaguana,Scaled herring,Clupeidae,CLUPEIFORMES
Jenkinsia lamprotaenia,Dwarf round herring,Clupeidae,CLUPEIFORMES
Jenkinsia stolifera,Florida round herring,Clupeidae,CLUPEIFORMES
Opisthonema libertate,Pacific thread herring,Clupeidae,CLUPEIFORMES
Opisthonema oglinum,Atlantic thread herring,Clupeidae,CLUPEIFORMES
Opisthonema bulleri,Slender thread herring,Clupeidae,CLUPEIFORMES
Opisthonema medirastre,Middling thread herring,Clupeidae,CLUPEIFORMES
Spratelloides gracilis,Silver-stripe round herring,Clupeidae,CLUPEIFORMES
Spratelloides delicatulus,Delicate round herring,Clupeidae,CLUPEIFORMES
Lile piquitinga,Atlantic piquitinga,Clupeidae,CLUPEIFORMES
Lile stolifera,Pacific piquitinga,Clupeidae,CLUPEIFORMES
Sardina pilchardus,European pilchard(=Sardine),Clupeidae,CLUPEIFORMES
Sprattus sprattus,European sprat,Clupeidae,CLUPEIFORMES
Sprattus fuegensis,Falkland sprat,Clupeidae,CLUPEIFORMES
Ethmidium maculatum,Pacific menhaden,Clupeidae,CLUPEIFORMES
Herklotsichthys quadrimaculat.,Bluestripe herring,Clupeidae,CLUPEIFORMES
Herklotsichthys dispilonotus,Blacksaddle herring,Clupeidae,CLUPEIFORMES
Herklotsichthys gotoi,Goto's herring,Clupeidae,CLUPEIFORMES
Herklotsichthys lossei,Gulf herring,Clupeidae,CLUPEIFORMES
Herklotsichthys punctatus,Spotback herring,Clupeidae,CLUPEIFORMES
Herklotsichthys spilurus,Reunion herring,Clupeidae,CLUPEIFORMES
Escualosa thoracata,White sardine,Clupeidae,CLUPEIFORMES
Strangomera bentincki,Araucanian herring,Clupeidae,CLUPEIFORMES
Ramnogaster arcuata,Jenyns's sprat,Clupeidae,CLUPEIFORMES
Spratellomorpha bianalis,Two-finned round herring,Clupeidae,CLUPEIFORMES
Dayella malabarica,Day's round herring,Clupeidae,CLUPEIFORMES
Ehirava fluviatilis,Malabar sprat,Clupeidae,CLUPEIFORMES
Hyperlophus vittatus,Sandy sprat,Clupeidae,CLUPEIFORMES
Engraulis encrasicolus,European anchovy,Engraulidae,CLUPEIFORMES
Engraulis japonicus,Japanese anchovy,Engraulidae,CLUPEIFORMES
Engraulis anchoita,Argentine anchovy,Engraulidae,CLUPEIFORMES
Engraulis mordax,Californian anchovy,Engraulidae,CLUPEIFORMES
Engraulis ringens,Anchoveta(=Peruvian anchovy),Engraulidae,CLUPEIFORMES
Engraulis capensis,Southern African anchovy,Engraulidae,CLUPEIFORMES
Encrasicholina devisi,Devis' anchovy,Engraulidae,CLUPEIFORMES
Encrasicholina heteroloba,Shorthead anchovy,Engraulidae,CLUPEIFORMES
Encrasicholina punctifer,Buccaneer anchovy,Engraulidae,CLUPEIFORMES
Cetengraulis edentulus,Atlantic anchoveta,Engraulidae,CLUPEIFORMES
Cetengraulis mysticetus,Pacific anchoveta,Engraulidae,CLUPEIFORMES
Anchoa argentivittata,Regan's anchovy,Engraulidae,CLUPEIFORMES
Anchoa curta,Short anchovy,Engraulidae,CLUPEIFORMES
Anchoa marinii,Marini's anchovy,Engraulidae,CLUPEIFORMES
Anchoa choerostoma,Bermuda anchovy,Engraulidae,CLUPEIFORMES
Anchoa nasus,Longnose anchovy,Engraulidae,CLUPEIFORMES
Anchoa eigenmannia,Eigenmann's anchovy,Engraulidae,CLUPEIFORMES
Anchoa ischana,Slender anchovy,Engraulidae,CLUPEIFORMES
Anchoa januaria,Rio anchovy,Engraulidae,CLUPEIFORMES
Anchoa panamensis,Panama anchovy,Engraulidae,CLUPEIFORMES
Anchoa hepsetus,Broad-striped anchovy,Engraulidae,CLUPEIFORMES
Anchoa filifera,Longfinger anchovy,Engraulidae,CLUPEIFORMES
Anchoa compressa,Deep body anchovy,Engraulidae,CLUPEIFORMES
Anchoa pectoralis,Bigfin anchovy,Engraulidae,CLUPEIFORMES
Anchoa cubana,Cuban anchovy,Engraulidae,CLUPEIFORMES
Anchoa mitchilli,Bay anchovy,Engraulidae,CLUPEIFORMES
Anchoa lamprotaenia,Big-eye anchovy,Engraulidae,CLUPEIFORMES
Anchoa lyolepis,Shortfinger anchovy,Engraulidae,CLUPEIFORMES
Anchoa spinifer,Spicule anchovy,Engraulidae,CLUPEIFORMES
Anchoa tricolor,Piquitinga anchovy,Engraulidae,CLUPEIFORMES
Anchoa trinitatis,Trinidad anchovy,Engraulidae,CLUPEIFORMES
Anchovia macrolepidota,Bigscale anchovy,Engraulidae,CLUPEIFORMES
Anchovia clupeoides,Zabaleta anchovy,Engraulidae,CLUPEIFORMES
Anchoviella cayennensis,Cayenne anchovy,Engraulidae,CLUPEIFORMES
Anchoviella elongata,Elongate anchovy,Engraulidae,CLUPEIFORMES
Anchoviella brevirostris,Snubnose anchovy,Engraulidae,CLUPEIFORMES
Coilia dussumieri,Goldspotted grenadier anchovy,Engraulidae,CLUPEIFORMES
Coilia macrognathos,Longjaw grenadier anchovy,Engraulidae,CLUPEIFORMES
Coilia mystus,Osbeck's grenadier anchovy,Engraulidae,CLUPEIFORMES
Setipinna breviceps,Shorthead hairfin anchovy,Engraulidae,CLUPEIFORMES
Setipinna taty,Scaly hairfin anchovy,Engraulidae,CLUPEIFORMES
Stolephorus commersonii,Commerson's anchovy,Engraulidae,CLUPEIFORMES
Stolephorus baganensis,Bagan anchovy,Engraulidae,CLUPEIFORMES
Stolephorus chinensis,China anchovy,Engraulidae,CLUPEIFORMES
Stolephorus indicus,Indian anchovy,Engraulidae,CLUPEIFORMES
Stolephorus insularis,Hardenberg's anchovy,Engraulidae,CLUPEIFORMES
Stolephorus tri,Spined anchovy,Engraulidae,CLUPEIFORMES
Stolephorus waitei,Spotty-face anchovy,Engraulidae,CLUPEIFORMES
Stolephorus andhraensis,Andhra anchovy,Engraulidae,CLUPEIFORMES
Stolephorus brachycephalus,Broadhead anchovy,Engraulidae,CLUPEIFORMES
Stolephorus carpentariae,Gulf of Carpenteria anchovy,Engraulidae,CLUPEIFORMES
Thryssa hamiltonii,Hamilton's thryssa,Engraulidae,CLUPEIFORMES
Thryssa vitrirostris,Orangemouth anchovy,Engraulidae,CLUPEIFORMES
Thryssa malabarica,Malabar thryssa,Engraulidae,CLUPEIFORMES
Thryssa mystax,Moustached thryssa,Engraulidae,CLUPEIFORMES
Thryssa purava,Oblique-jaw thryssa,Engraulidae,CLUPEIFORMES
Thryssa baelama,Baelama anchovy,Engraulidae,CLUPEIFORMES
Thryssa setirostris,Longjaw thryssa,Engraulidae,CLUPEIFORMES
Thryssa dussumieri,Dussumier's thryssa,Engraulidae,CLUPEIFORMES
Thryssa encrasicholoides,False baelama anchovy,Engraulidae,CLUPEIFORMES
Thryssa kammalensis,Kammal thryssa,Engraulidae,CLUPEIFORMES
Thryssa whiteheadi,Whitehead's thryssa,Engraulidae,CLUPEIFORMES
Thryssa brevicauda,Short-tail thryssa,Engraulidae,CLUPEIFORMES
Chirocentrus dorab,Dorab wolf-herring,Chirocentridae,CLUPEIFORMES
Chirocentrus nudus,Whitefin wolf-herring,Chirocentridae,CLUPEIFORMES
Sardinella spp,Sardinellas nei,Clupeidae,CLUPEIFORMES
Sardinops spp,Pilchards nei,Clupeidae,CLUPEIFORMES
Brevoortia spp,Menhadens nei,Clupeidae,CLUPEIFORMES
Dussumieria spp,Rainbow sardines nei,Clupeidae,CLUPEIFORMES
Harengula spp,Scaled sardines,Clupeidae,CLUPEIFORMES
Opisthonema spp,Thread herrings nei,Clupeidae,CLUPEIFORMES
Clupeidae,"Herrings, sardines nei",Clupeidae,CLUPEIFORMES
Engraulis spp,Anchovies nei,Engraulidae,CLUPEIFORMES
Stolephorus spp,Stolephorus anchovies nei,Engraulidae,CLUPEIFORMES
Engraulidae,"Anchovies, etc. nei",Engraulidae,CLUPEIFORMES
Chirocentrus spp,Wolf-herrings nei,Chirocentridae,CLUPEIFORMES
Clupeoidei,Clupeoids nei,,CLUPEIFORMES
Sarda sarda,Atlantic bonito,Scombridae,SCOMBROIDEI
Sarda orientalis,Striped bonito,Scombridae,SCOMBROIDEI
Sarda chiliensis,Eastern Pacific bonito,Scombridae,SCOMBROIDEI
Sarda australis,Australian bonito,Scombridae,SCOMBROIDEI
Orcynopsis unicolor,Plain bonito,Scombridae,SCOMBROIDEI
Acanthocybium solandri,Wahoo,Scombridae,SCOMBROIDEI
Gymnosarda unicolor,Dogtooth tuna,Scombridae,SCOMBROIDEI
Scomberomorus sinensis,Chinese seerfish,Scombridae,SCOMBROIDEI
Scomberomorus commerson,Narrow-barred Spanish mackerel,Scombridae,SCOMBROIDEI
Scomberomorus guttatus,Indo-Pacific king mackerel,Scombridae,SCOMBROIDEI
Scomberomorus lineolatus,Streaked seerfish,Scombridae,SCOMBROIDEI
Scomberomorus cavalla,King mackerel,Scombridae,SCOMBROIDEI
Scomberomorus maculatus,Atlantic Spanish mackerel,Scombridae,SCOMBROIDEI
Scomberomorus regalis,Cero,Scombridae,SCOMBROIDEI
Scomberomorus sierra,Pacific sierra,Scombridae,SCOMBROIDEI
Scomberomorus queenslandicus,Queensland school mackerel,Scombridae,SCOMBROIDEI
Scomberomorus tritor,West African Spanish mackerel,Scombridae,SCOMBROIDEI
Scomberomorus niphonius,Japanese Spanish mackerel,Scombridae,SCOMBROIDEI
Scomberomorus semifasciatus,Broad-barred king mackerel,Scombridae,SCOMBROIDEI
Scomberomorus brasiliensis,Serra Spanish mackerel,Scombridae,SCOMBROIDEI
Scomberomorus koreanus,Korean seerfish,Scombridae,SCOMBROIDEI
Scomberomorus concolor,Monterey Spanish mackerel,Scombridae,SCOMBROIDEI
Scomberomorus multiradiatus,Papuan seerfish,Scombridae,SCOMBROIDEI
Scomberomorus plurilineatus,Kanadi kingfish,Scombridae,SCOMBROIDEI
Scomberomorus munroi,Australian spotted mackerel,Scombridae,SCOMBROIDEI
Gasterochisma melampus,Butterfly kingfish,Scombridae,SCOMBROIDEI
Cybiosarda elegans,Leaping bonito,Scombridae,SCOMBROIDEI
Grammatorcynus bicarinatus,Shark mackerel,Scombridae,SCOMBROIDEI
Grammatorcynus bilineatus,Double-lined mackerel,Scombridae,SCOMBROIDEI
Auxis thazard,Frigate tuna,Scombridae,SCOMBROIDEI
Auxis rochei,Bullet tuna,Scombridae,SCOMBROIDEI
Euthynnus alletteratus,Little tunny(=Atl.black skipj),Scombridae,SCOMBROIDEI
Euthynnus lineatus,Black skipjack,Scombridae,SCOMBROIDEI
Euthynnus affinis,Kawakawa,Scombridae,SCOMBROIDEI
Katsuwonus pelamis,Skipjack tuna,Scombridae,SCOMBROIDEI
Thunnus thynnus,Atlantic bluefin tuna,Scombridae,SCOMBROIDEI
Thunnus orientalis,Pacific bluefin tuna,Scombridae,SCOMBROIDEI
Thunnus tonggol,Longtail tuna,Scombridae,SCOMBROIDEI
Thunnus atlanticus,Blackfin tuna,Scombridae,SCOMBROIDEI
Thunnus alalunga,Albacore,Scombridae,SCOMBROIDEI
Thunnus maccoyii,Southern bluefin tuna,Scombridae,SCOMBROIDEI
Thunnus albacares,Yellowfin tuna,Scombridae,SCOMBROIDEI
Thunnus obesus,Bigeye tuna,Scombridae,SCOMBROIDEI
Allothunnus fallai,Slender tuna,Scombridae,SCOMBROIDEI
Istiophorus platypterus,Indo-Pacific sailfish,Istiophoridae,SCOMBROIDEI
Istiophorus albicans,Atlantic sailfish,Istiophoridae,SCOMBROIDEI
Makaira nigricans,Blue marlin,Istiophoridae,SCOMBROIDEI
Makaira indica,Black marlin,Istiophoridae,SCOMBROIDEI
Tetrapturus belone,Mediterranean spearfish,Istiophoridae,SCOMBROIDEI
Tetrapturus audax,Striped marlin,Istiophoridae,SCOMBROIDEI
Tetrapturus albidus,Atlantic white marlin,Istiophoridae,SCOMBROIDEI
Tetrapturus angustirostris,Shortbill spearfish,Istiophoridae,SCOMBROIDEI
Tetrapturus pfluegeri,Longbill spearfish,Istiophoridae,SCOMBROIDEI
Tetrapturus georgii,Roundscale spearfish,Istiophoridae,SCOMBROIDEI
Xiphias gladius,Swordfish,Xiphiidae,SCOMBROIDEI
Sarda spp,Bonitos nei,Scombridae,SCOMBROIDEI
Scomberomorus spp,Seerfishes nei,Scombridae,SCOMBROIDEI
"Auxis thazard, A. rochei",Frigate and bullet tunas,Scombridae,SCOMBROIDEI
Euthynnus spp,,Scombridae,SCOMBROIDEI
Thunnus spp,True tunas nei,Scombridae,SCOMBROIDEI
Thunnini,Tunas nei,Scombridae,SCOMBROIDEI
Makaira spp,Marlins nei,Istiophoridae,SCOMBROIDEI
Tetrapturus spp,Spearfishes nei,Istiophoridae,SCOMBROIDEI
Istiophoridae,"Marlins,sailfishes,etc. nei",Istiophoridae,SCOMBROIDEI
Scombroidei,Tuna-like fishes nei,,SCOMBROIDEI
Mallotus villosus,Capelin,Osmeridae,SALMONIFORMES
Belone belone,Garfish,Belonidae,BELONIFORMES
Petalichthys capensis,Cape needlefish,Belonidae,BELONIFORMES
Platybelone argalus,Keeltail needlefish,Belonidae,BELONIFORMES
Ablennes hians,Flat needlefish,Belonidae,BELONIFORMES
Strongylura senegalensis,Senegal needlefish,Belonidae,BELONIFORMES
Strongylura strongylura,Spottail needlefish,Belonidae,BELONIFORMES
Strongylura exilis,Californian needlefish,Belonidae,BELONIFORMES
Strongylura timucu,Timucu,Belonidae,BELONIFORMES
Strongylura marina,Atlantic needlefish,Belonidae,BELONIFORMES
Strongylura leiura,Banded needlefish,Belonidae,BELONIFORMES
Tylosurus acus,Agujon needlefish,Belonidae,BELONIFORMES
Tylosurus crocodilus,Hound needlefish,Belonidae,BELONIFORMES
Tylosurus choram,Red Sea houndfish,Belonidae,BELONIFORMES
Scomberesox saurus,Atlantic saury,Scomberesocidae,BELONIFORMES
Scomberesox simulans,Dwarf saury,Scomberesocidae,BELONIFORMES
Cololabis saira,Pacific saury,Scomberesocidae,BELONIFORMES
Chriodorus atherinoides,Hardhead halfbeak,Hemiramphidae,BELONIFORMES
Dermogenys brachynotopterus,,Hemiramphidae,BELONIFORMES
Hyporhamphus affinis,Tropical halfbeak,Hemiramphidae,BELONIFORMES
Hyporhamphus gilli,Choelo halfbeak,Hemiramphidae,BELONIFORMES
Hyporhamphus ihi,,Hemiramphidae,BELONIFORMES
Hyporhamphus roberti,Slender halfbeak,Hemiramphidae,BELONIFORMES
Hyporhamphus snyderi,Skipper halfbeak,Hemiramphidae,BELONIFORMES
Hyporhamphus unifasciatus,Common halfbeak,Hemiramphidae,BELONIFORMES
Hyporhamphus picarti,African halfbeak,Hemiramphidae,BELONIFORMES
Hyporhamphus sajori,Japanese halfbeak,Hemiramphidae,BELONIFORMES
Hyporhamphus rosae,California halfbeak,Hemiramphidae,BELONIFORMES
Hyporhamphus intermedius,Asian pencil halfbeak,Hemiramphidae,BELONIFORMES
Hyporhamphus limbatus,Congaturi halfbeak,Hemiramphidae,BELONIFORMES
Hyporhamphus quoyi,Quoy's garfish,Hemiramphidae,BELONIFORMES
Hyporhamphus sindensis,Sind halfbeak,Hemiramphidae,BELONIFORMES
Hyporhamphus unicuspis,Simpletooth halfbeak,Hemiramphidae,BELONIFORMES
Hemiramphus far,Black-barred halfbeak,Hemiramphidae,BELONIFORMES
Hemiramphus brasiliensis,Ballyhoo halfbeak,Hemiramphidae,BELONIFORMES
Hemiramphus marginatus,Yellowtip halfbeak,Hemiramphidae,BELONIFORMES
Hemiramphus balao,Balao halfbeak,Hemiramphidae,BELONIFORMES
Hemiramphus archipelagicus,Jumping halfbeak,Hemiramphidae,BELONIFORMES
Hemirhamphodon chrysopunctatus,,Hemiramphidae,BELONIFORMES
Euleptorhamphus viridis,Ribbon halfbeak,Hemiramphidae,BELONIFORMES
Euleptorhamphus velox,Flying halfbeak,Hemiramphidae,BELONIFORMES
Melapedalion breve,,Hemiramphidae,BELONIFORMES
Nomorhamphus ravnaki,,Hemiramphidae,BELONIFORMES
Arrhamphus sclerolepis,,Hemiramphidae,BELONIFORMES
Rhynchorhamphus georgii,Long billed halfbeak,Hemiramphidae,BELONIFORMES
Tondanichthys kottelati,,Hemiramphidae,BELONIFORMES
Zenarchopterus dispar,,Hemiramphidae,BELONIFORMES
Exocoetus volitans,Tropical two-wing flyingfish,Exocoetidae,BELONIFORMES
Cypselurus oligolepis,,Exocoetidae,BELONIFORMES
Cypselurus agoo,Japanese flyingfish,Exocoetidae,BELONIFORMES
Cypselurus simus,Short-nosed flyingfish,Exocoetidae,BELONIFORMES
Cypselurus poecilopterus,Yellowing flyingfish,Exocoetidae,BELONIFORMES
Fodiator acutus,Sharpchin flyingfish,Exocoetidae,BELONIFORMES
Prognichthys brevipinnis,Shortfin flyingfish,Exocoetidae,BELONIFORMES
Prognichthys gibbifrons,Bluntnose flyingfish,Exocoetidae,BELONIFORMES
Parexocoetus brachypterus,Sailfin flyingfish,Exocoetidae,BELONIFORMES
Oxyporhamphus convexus,Halfbeak,Exocoetidae,BELONIFORMES
Oxyporhamphus micropterus,Atlantic smallwing flyingfish,Exocoetidae,BELONIFORMES
Hirundichthys affinis,Fourwing flyingfish,Exocoetidae,BELONIFORMES
Hirundichthys rondeletii,Black wing flyingfish,Exocoetidae,BELONIFORMES
Hirundichthys oxycephalus,Bony flyingfish,Exocoetidae,BELONIFORMES
Cheilopogon furcatus,Spotfin flyingfish,Exocoetidae,BELONIFORMES
Cheilopogon heterurus,,Exocoetidae,BELONIFORMES
Cheilopogon nigricans,Blacksail flyingfish,Exocoetidae,BELONIFORMES
Cheilopogon spilopterus,Manyspotted flyingfish,Exocoetidae,BELONIFORMES
Cheilopogon suttoni,Sutton's flyingfish,Exocoetidae,BELONIFORMES
Cheilopogon cyanopterus,Margined flyingfish,Exocoetidae,BELONIFORMES
Cheilopogon melanurus,Atlantic flyingfish,Exocoetidae,BELONIFORMES
Cheilopogon milleri,Guinean flyingfish,Exocoetidae,BELONIFORMES
Cheilopogon pinnatibarbatus,Bennett’s flyingfish,Exocoetidae,BELONIFORMES
Lampris guttatus,Opah,Lampridae,LAMPRIFORMES
Lampris immaculatus,Southern opah,Lampridae,LAMPRIFORMES
Metavelifer multiradiatus,Spinyfin velifer,Veliferidae,LAMPRIFORMES
Velifer hypselopterus,Sailfin velifer,Veliferidae,LAMPRIFORMES
Eumecichthys fiski,Unicorn crestfish,Lophotidae,LAMPRIFORMES
Lophotus lacepede,Crested oarfish,Lophotidae,LAMPRIFORMES
Lophotus capellei,Unicornfish,Lophotidae,LAMPRIFORMES
Desmodema polystictum,Polka-dot ribbonfish,Trachipteridae,LAMPRIFORMES
Trachipterus trachypterus,Mediterranean dealfish,Trachipteridae,LAMPRIFORMES
Trachipterus arcticus,Dealfish,Trachipteridae,LAMPRIFORMES
Trachipterus jacksonensis,Blackflash ribbonfish,Trachipteridae,LAMPRIFORMES
Trachipterus ishikawae,Slender ribbonfish,Trachipteridae,LAMPRIFORMES
Zu elongatus,Taper-tail ribbonfish,Trachipteridae,LAMPRIFORMES
Zu cristatus,Scalloped ribbonfish,Trachipteridae,LAMPRIFORMES
Regalecus glesne,King of herrings,Regalecidae,LAMPRIFORMES
Agrostichthys parkeri,Streamer fish,Regalecidae,LAMPRIFORMES
Gymnetrus russelii,,Regalecidae,LAMPRIFORMES
Stylephorus chordatus,Tube-eye,Stylephoridae,LAMPRIFORMES
Ateleopus indicus,,Ateleopodidae,LAMPRIFORMES
Ateleopus natalensis,Jelly-head fish,Ateleopodidae,LAMPRIFORMES
Guentherus altivela,Jellynose,Ateleopodidae,LAMPRIFORMES
Ijimaia dofleini,,Ateleopodidae,LAMPRIFORMES
Ijimaia loppei,Loppe's tadpole fish,Ateleopodidae,LAMPRIFORMES
Eutaeniophorus festivus,Festive ribbonfish,Mirapinnidae,LAMPRIFORMES
Mirapinna esau,Hairyfish,Mirapinnidae,LAMPRIFORMES
Parataeniophorus brevis,,Mirapinnidae,LAMPRIFORMES
Ataxolepis apus,,Megalomycteridae,LAMPRIFORMES
Cetomimoides parri,,Megalomycteridae,LAMPRIFORMES
Radiicephalus elongatus,Tapertail,Radiicephalidae,LAMPRIFORMES
Gulaphallus bikolanus,,Phallostethidae,ATHERINIFORMES
Neostethus amaricola,,Phallostethidae,ATHERINIFORMES
Phallostethus dunckeri,,Phallostethidae,ATHERINIFORMES
Phenacostethus posthon,,Phallostethidae,ATHERINIFORMES
Atherinella argentea,Moon silverside,Atherinidae,ATHERINIFORMES
Odontesthes regia,Chilean silverside,Atherinidae,ATHERINIFORMES
Odontesthes smitti,,Atherinidae,ATHERINIFORMES
Atherina boyeri,Big-scale sand smelt,Atherinidae,ATHERINIFORMES
