,assessid,stockid,stocklong,scientificname,FisheryType,region,areaid,areaname,assessorid,mgmt,managementauthority,Country,SpecCntryMatch,RegionFAO,confirmed
154,WGNPBW-BWHITNEA-1980-2012-CHING,BWHITNEA,Whiting Northeast Atlantic,Micromesistius poutassou,Gadids,European Union,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Northeast Atlantic,WGNPBW,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
155,WGMHSA-MACKNEICES-1972-2007-JENNINGS,MACKNEICES,Mackerel ICES Northeast Atlantic,Scomber scombrus,Forage Fish,European Union,multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa,IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa,WGMHSA,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
156,WGBFAS-CODKAT-1971-2012-CHING,CODKAT,Atlantic cod Kattegat,Gadus morhua,Gadids,European Union,multinational-ICES-IIIa,Kattegat and Skagerrak,WGBFAS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
157,WGNSSK-PLAICIIIa-1976-2006-MINTO,PLAICIIIa,European Plaice ICES IIIa,Pleuronectes platessa,Flatfish,European Union,multinational-ICES-IIIa,Kattegat and Skagerrak,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
158,WGNSSK-SOLEIIIa-1982-2011-NEUBAUER,SOLEIIIa,common European sole ICES Kattegat and Skagerrak,Solea vulgaris,Flatfish,European Union,multinational-ICES-IIIa,Kattegat and Skagerrak,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
159,WGNSSK-HADNS-IIIa-1963-2012-CHING,HADNS-IIIa,Haddock ICES IIIa and North Sea,Melanogrammus aeglefinus,Gadids,European Union,multinational-ICES-IIIa-IV,IIIa and North Sea,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
160,WGNSSK-POLLNS-VI-IIIa-1964-2012-CHING,POLLNS-VI-IIIa,"Pollock ICES IIIa, VI and North Sea",Pollachius virens,Gadids,European Union,multinational-ICES-IIIa-IV-VI,"IIIa, VI and North Sea",WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
161,WGHMM-HAKENRTN-1961-2011-CHING,HAKENRTN,Hake Northeast Atlantic North,Merluccius merluccius,Gadids,European Union,multinational-ICES-IIIa-IV-VI-VII-VIIIabd,IIIa-IV-VI-VII-VIIIabd,WGHMM,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
162,WGNSSK-CODNS-1962-2011-NEUBAUER,CODNS,Atlantic cod North Sea,Gadus morhua,Gadids,European Union,multinational-ICES-IV,North Sea,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
163,HAWG-HERRNS-1960-2011-NEUBAUER,HERRNS,Herring North Sea,Clupea harengus,Forage Fish,European Union,multinational-ICES-IV,North Sea,HAWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
164,WGNSSK-NPOUTNS-1983-2011-NEUBAUER,NPOUTNS,Norway pout North Sea,Trisopterus esmarkii,Gadids,European Union,multinational-ICES-IV,North Sea,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
165,WGNSSK-PLAICNS-1956-2010-NEUBAUER,PLAICNS,European Plaice North Sea,Pleuronectes platessa,Flatfish,European Union,multinational-ICES-IV,North Sea,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
166,WGNSSK-SEELNSSA1-1983-2011-NEUBAUER,SEELNSSA1,Sandeel North Sea Area 1,Ammodytes marinus,Forage Fish,European Union,multinational-ICES-IV,North Sea,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
167,WGNSSK-SEELNSSA2-1983-2011-NEUBAUER,SEELNSSA2,Sandeel North Sea Area 2,Ammodytes marinus,Forage Fish,European Union,multinational-ICES-IV,North Sea,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
168,WGNSSK-SEELNSSA3-1983-2011-NEUBAUER,SEELNSSA3,Sandeel North Sea Area 3,Ammodytes marinus,Forage Fish,European Union,multinational-ICES-IV,North Sea,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
169,WGNSSK-SOLENS-1956-2010-NEUBAUER,SOLENS,common European sole North Sea,Solea vulgaris,Flatfish,European Union,multinational-ICES-IV,North Sea,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
170,HAWG-SPRATNS-1995-2007-MINTO,SPRATNS,Sprat North Sea,Sprattus sprattus,Forage Fish,European Union,multinational-ICES-IV,North Sea,HAWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
171,WGNSSK-WHITNS-VIId-1989-2012-CHING,WHITNS-VIId,Whiting NS-VIId,Merlangius merlangus,Gadids,European Union,multinational-ICES-IV-VIId,IV and VIId,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
172,NWWG-CAPEICE-1977-2010-NEUBAUER,CAPEICE,Capelin Iceland,Mallotus villosus,Forage Fish,Europe non EU,multinational-ICES-Va,Iceland Grounds,NWWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
173,NWWG-CODICE-1952-2012-CHING,CODICE,Atlantic cod Iceland,Gadus morhua,Gadids,Europe non EU,multinational-ICES-Va,Iceland Grounds,NWWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
174,NWWG-HADICE-1977-2012-CHING,HADICE,Haddock Iceland,Melanogrammus aeglefinus,Gadids,Europe non EU,multinational-ICES-Va,Iceland Grounds,NWWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
175,NWWG-HERRIsum-1984-2011-NEUBAUER,HERRIsum,Herring Iceland (Summer spawners),Clupea harengus,Forage Fish,Europe non EU,multinational-ICES-Va,Iceland Grounds,NWWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
176,NWWG-POLLIEG-1977-2012-CHING,POLLIEG,Pollock or saithe Iceland Grounds,Pollachius virens,Gadids,Europe non EU,multinational-ICES-Va,Iceland Grounds,NWWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
177,NWWG-CODFAPL-1959-2012-CHING,CODFAPL,Atlantic cod Faroe Plateau,Gadus morhua,Gadids,Europe non EU,multinational-ICES-Vb1,Faroe Plateau,NWWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
178,NWWG-HADFAPL-1955-2012-CHING,HADFAPL,Haddock Faroe Plateau,Melanogrammus aeglefinus,Gadids,Europe non EU,multinational-ICES-Vb1,Faroe Plateau,NWWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
179,NWWG-POLLFAPL-1958-2012-CHING,POLLFAPL,Pollock Faroe Plateau,Pollachius virens,Gadids,Europe non EU,multinational-ICES-Vb1,Faroe Plateau,NWWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
180,WGCSE-CODVIa-1981-2012-CHING,CODVIa,Atlantic cod West of Scotland,Gadus morhua,Gadids,European Union,multinational-ICES-VIa,West of Scotland,WGCSE,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
181,WGNSDS-HADVIa-1977-2012-CHING,HADVIa,Haddock West of Scotland,Melanogrammus aeglefinus,Gadids,European Union,multinational-ICES-VIa,West of Scotland,WGNSDS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
182,HAWG-HERRVIa-1956-2010-NEUBAUER,HERRVIa,Herring ICES VIa,Clupea harengus,Forage Fish,European Union,multinational-ICES-VIa,West of Scotland,HAWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
183,WGNSDS-WHITVIa-1980-2012-CHING,WHITVIa,Whiting ICES VIa,Merlangius merlangus,Gadids,European Union,multinational-ICES-VIa,West of Scotland,WGNSDS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
184,HAWG-HERRVIaVIIbc-1956-2010-NEUBAUER,HERRVIaVIIbc,Herring ICES VIa-VIIb-VIIc,Clupea harengus,Forage Fish,European Union,multinational-ICES-VIa-VIIb-VIIc,"VIa, VIIb and VIIc",HAWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
185,WGNSSK-HADROCK-1990-2012-CHING,HADROCK,Haddock Rockall Bank,Melanogrammus aeglefinus,Gadids,European Union,multinational-ICES-VIb,Rockall Bank,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
186,WGBFAS-CODIS-1968-2010-NEUBAUER,CODIS,Atlantic cod Irish Sea,Gadus morhua,Gadids,European Union,multinational-ICES-VIIa,Irish Sea,WGBFAS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
187,WGNSDS-HADIS-1972-2012-CHING,HADIS,Haddock Irish Sea,Melanogrammus aeglefinus,Gadids,European Union,multinational-ICES-VIIa,Irish Sea,WGNSDS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
188,HAWG-HERRNIRS-1960-2010-NEUBAUER,HERRNIRS,Herring Northern Irish Sea,Clupea harengus,Forage Fish,European Union,multinational-ICES-VIIa,Irish Sea,HAWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
189,WGNSDS-PLAICIS-1992-2010-NEUBAUER,PLAICIS,European Plaice Irish Sea,Pleuronectes platessa,Flatfish,European Union,multinational-ICES-VIIa,Irish Sea,WGNSDS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
190,WGNSDS-SOLEIS-1968-2011-NEUBAUER,SOLEIS,common European sole Irish Sea,Solea vulgaris,Flatfish,European Union,multinational-ICES-VIIa,Irish Sea,WGNSDS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
191,HAWG-HERRSIRS-1957-2010-NEUBAUER,HERRSIRS,Herring ICES VIIa-g-h-j,Clupea harengus,Forage Fish,European Union,multinational-ICES-VIIa-g-h-j,ICES VIIa-g-h-j,HAWG,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
192,WGSSDS-HADVIIb-k-1987-2012-CHING,HADVIIb-k,Haddock ICES VIIb-k,Melanogrammus aeglefinus,Gadids,European Union,multinational-ICES-VIIb-k,ICES VIIb-k,WGSSDS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
193,WGNSSK-PLAIC7d-1979-2010-NEUBAUER,PLAIC7d,European Plaice ICES VIId,Pleuronectes platessa,Flatfish,European Union,multinational-ICES-VIId,Eastern English Channel,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
194,WGNSSK-SOLEVIId-1981-2011-NEUBAUER,SOLEVIId,common European sole ICES VIId,Solea vulgaris,Flatfish,European Union,multinational-ICES-VIId,Eastern English Channel,WGNSSK,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
195,WGSSDS-PLAICECHW-1979-2010-NEUBAUER,PLAICECHW,European Plaice ICES VIIe,Pleuronectes platessa,Flatfish,European Union,multinational-ICES-VIIe,Western English Channel,WGSSDS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
196,WGSSDS-SOLEVIIe-1968-2010-NEUBAUER,SOLEVIIe,common European sole Western English Channel,Solea vulgaris,Flatfish,European Union,multinational-ICES-VIIe,Western English Channel,WGSSDS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
197,WGBFAS-CODVIIek-1971-2012-CHING,CODVIIek,Atlantic Cod Celtic Sea,Gadus morhua,Gadids,European Union,multinational-ICES-VIIe-k,Celtic Sea,WGBFAS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
198,WGSSDS-WHITVIIek-1981-2012-CHING,WHITVIIek,Whiting ICES VIIe-k,Merlangius merlangus,Gadids,European Union,multinational-ICES-VIIe-k,Celtic Sea,WGSSDS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
199,WGSSDS-PLAICCELT-1992-2010-NEUBAUER,PLAICCELT,European Plaice ICES VIIf-g,Pleuronectes platessa,Flatfish,European Union,multinational-ICES-VIIf-g,Celtic Sea,WGSSDS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
200,WGSSDS-SOLECS-1970-2011-NEUBAUER,SOLECS,common European sole Celtic Sea,Solea vulgaris,Flatfish,European Union,multinational-ICES-VIIf-g,Celtic Sea,WGSSDS,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
201,WGMHSA-ANCHOBAYB-1986-2007-JENNINGS,ANCHOBAYB,Anchovy ICES VIII,Engraulis encrasicolus,Forage Fish,European Union,multinational-ICES-VIII,Bay of Biscay,WGMHSA,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
202,WGHMM-SOLEVIII-1982-2011-NEUBAUER,SOLEVIII,common European sole Bay of Biscay,Solea vulgaris,Flatfish,European Union,multinational-ICES-VIII,Bay of Biscay,WGHMM,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
203,WGHMM-FMEG8c9a-1986-2010-NEUBAUER,FMEG8c9a,Fourspotted megrim ICES VIIIc-IXa,Lepidorhombus boscii,Other Marine,European Union,multinational-ICES-VIIIc-IXa,VIIIc-IXa,WGHMM,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
204,WGHMM-HAKESOTH-1972-2011-CHING,HAKESOTH,Hake Northeast Atlantic South,Merluccius merluccius,Gadids,European Union,multinational-ICES-VIIIc-IXa,VIIIc-IXa,WGHMM,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
205,WGHMM-MEG8c9a-1985-2010-NEUBAUER,MEG8c9a,Megrim ICES VIIIc-IXa,Lepidorhombus whiffiagonis,Other Marine,European Union,multinational-ICES-VIIIc-IXa,VIIIc-IXa,WGHMM,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
206,WGMHSA-SARDPVIIIc-IXa-1978-2011-NEUBAUER,SARDPVIIIc-IXa,European pilchard ICES VIIIc-IXa,Sardina pilchardus,Forage Fish,European Union,multinational-ICES-VIIIc-IXa,VIIIc-IXa,WGMHSA,ICES,International Council for the Exploration of the Sea,Multinational,NA,27,1
212,IPHC-PHALNPAC-1990-2011-STACHURA,PHALNPAC,Pacific halibut North Pacific,Hippoglossus stenolepis,Flatfish,US Alaska,multinational-IPHC-NPAC,North Pacific,IPHC,IPHC,International Pacific Halibut Commission,Multinational,NA,"61,67",?
213,IPHC-PHALNPAC-1888-2014-HIVELY,PHALNPAC,Pacific halibut North Pacific,Hippoglossus stenolepis,Flatfish,US Alaska,multinational-IPHC-NPAC,North Pacific,IPHC,IPHC,International Pacific Halibut Commission,Multinational,NA,"61,67",NA
214,ISC-ALBANPAC-1952-2010-CHING,ALBANPAC,Albacore tuna North Pacific,Thunnus alalunga,Tuna and Marlin,US West Coast,Multinational-ISC-NPAC,North Pacific Ocean,ISC,ISC,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Multinational,NA,"61,67",?
215,ISC-SWORDNPAC-1952-2010-CHING,SWORDNPAC,Swordfish North Pacific,Xiphias gladius,Tuna and Marlin,Pacific Ocean,Multinational-ISC-NPAC,North Pacific Ocean,ISC,ISC,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Multinational,NA,"61,67",?
216,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,Makaira nigricans,Tuna and Marlin,Pacific Ocean,Multinational-ISC-PAC,Pacific Ocean,ISC,ISC,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Multinational,NA,"61,67,71,77,81,87,88",
217,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,Thunnus orientalis,Tuna and Marlin,Pacific Ocean,Multinational-ISC-PAC,Pacific Ocean,ISC,ISC,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Multinational,NA,"61,67,71,77,81,87,88",
218,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,Kajikia audax,Tuna and Marlin,Pacific Ocean,Multinational-ISC-WCNPAC,Western and Central North Pacific,ISC,ISC,International Scientific Committee for Tuna and Tuna-like Species in the North Pacific Ocean,Multinational,NA,"61,67,71,77",
72,CSERG-ANCHOVYKILKACS-1991-2007-JENSEN,ANCHOVYKILKACS,Anchovy kilka Caspian Sea,Clupeonella engrauliformis,Forage Fish,Other,Iran-Iran-CS,Iranian Caspian Sea,CSERG,Iran,Iranian national management,Iran,NA,4,?
255,NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN,NZSNAPNZ8,New Zealand snapper New Zealand Area 8,Chrysophrys auratus,Other Marine,New Zealand,New Zealand-MFish-8,New Zealand Area 8 (Auckland and Central West),NZMFishINSHOREWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,NA,81,1
256,NIWA-SCMPBP-1985-2010-CORDUE,SCMPBP,Scami Bay of Plenty,Metanephrops challengeri,Invertebrate,New Zealand,New Zealand-MFish-BOP,Bay of Plenty,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
257,NIWA-SMOOTHOREOBP-1983-2008-CORDUE,SMOOTHOREOBP,Smooth Oreo Bounty Plateau,Pseudocyttus maculatus,Other Marine,New Zealand,New Zealand-MFish-BP,Bounty Plateau,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
258,NZMFishMIDDEPTHSWG-SBWHITACIR-1978-2011-CHING,SBWHITACIR,Southern blue whiting Campbell Island Rise,Micromesistius australis,Gadids,New Zealand,New Zealand-MFish-CIR,New Zealand - Campbell Island Rise,NZMFishMIDDEPTHSWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
259,NIWA-OROUGHYCR-1979-2006-CORDUE,OROUGHYCR,Orange Roughy Chatham Rise,Hoplostethus atlanticus,Other Marine,New Zealand,New Zealand-MFish-CR,Chatham Rise,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
260,NIWA-SMOOTHOREOCR-1978-2010-CORDUE,SMOOTHOREOCR,Smooth oreo Chatham Rise,Pseudocyttus maculatus,Other Marine,New Zealand,New Zealand-MFish-CR,Chatham Rise,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
261,NIWA-SOUTHHAKECR-1975-2010-CHING,SOUTHHAKECR,Southern hake Chatham Rise,Merluccius australis,Gadids,New Zealand,New Zealand-MFish-CR,Chatham Rise,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
262,NZMFishLOBSTERWG-RROCKLOBSTERCRA1-1945-2001-JENSEN,RROCKLOBSTERCRA1,Red rock lobster New Zealand area CRA1,Jasus edwardsii,Invertebrate,New Zealand,New Zealand-MFish-CRA1,New Zealand Area CRA1,NZMFishLOBSTERWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
263,NZMFishLOBSTERWG-RROCKLOBSTERCRA2-1945-2001-JENSEN,RROCKLOBSTERCRA2,Red rock lobster New Zealand area CRA2,Jasus edwardsii,Invertebrate,New Zealand,New Zealand-MFish-CRA2,New Zealand Area CRA2,NZMFishLOBSTERWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
264,NZMFishLOBSTERWG-RROCKLOBSTERCRA3-1945-2007-JENSEN,RROCKLOBSTERCRA3,Red rock lobster New Zealand area CRA3,Jasus edwardsii,Invertebrate,New Zealand,New Zealand-MFish-CRA3,New Zealand Area CRA3,NZMFishLOBSTERWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
265,NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN,RROCKLOBSTERCRA4,Red rock lobster New Zealand area CRA4,Jasus edwardsii,Invertebrate,New Zealand,New Zealand-MFish-CRA4,New Zealand Area CRA4,NZMFishLOBSTERWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
266,NZMFishLOBSTERWG-RROCKLOBSTERCRA5-1945-2002-JENSEN,RROCKLOBSTERCRA5,Red rock lobster New Zealand area CRA5,Jasus edwardsii,Invertebrate,New Zealand,New Zealand-MFish-CRA5,New Zealand Area CRA5,NZMFishLOBSTERWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
267,NZMFishLOBSTERWG-RROCKLOBSTERCRA7-1976-2005-JENSEN,RROCKLOBSTERCRA7,Red rock lobster New Zealand area CRA7,Jasus edwardsii,Invertebrate,New Zealand,New Zealand-MFish-CRA7,New Zealand Area CRA7,NZMFishLOBSTERWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
268,NZMFishLOBSTERWG-RROCKLOBSTERCRA8-1976-2005-JENSEN,RROCKLOBSTERCRA8,Red rock lobster New Zealand area CRA8,Jasus edwardsii,Invertebrate,New Zealand,New Zealand-MFish-CRA8,New Zealand Area CRA8,NZMFishLOBSTERWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
269,NIWA-BKCDLFENI-1923-2009-CORDUE,BKCDLFENI,Black cardinalfish East coast of North Island,Epigonus telescopus,Other Marine,New Zealand,New Zealand-MFish-ENI,East coast of North Island,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
270,NIWA-HOKIENZ-1970-2012-CORDUE,HOKIENZ,Hoki Eastern New Zealand,Macruronus novaezelandiae,Gadids,New Zealand,New Zealand-MFish-ENZ,Eastern New Zealand,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
271,NIWA-SMOOTHOREOEPR-1973-2006-CORDUE,SMOOTHOREOEPR,Smooth Oreo East Pukaki Rise,Pseudocyttus maculatus,Other Marine,New Zealand,New Zealand-MFish-EPR,East Pukaki Rise,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
272,NIWA-NZLINGLIN3-4-1968-2011-CORDUE,NZLINGLIN3-4,New Zealand ling New Zealand Areas LIN 3 and 4,Genypterus blacodes,Other Marine,New Zealand,New Zealand-MFish-LIN3-4,New Zealand Areas LIN 3 and 4,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
273,NIWA-NZLINGLIN5-6-1968-2011-CORDUE,NZLINGLIN5-6,New Zealand ling New Zealand Areas LIN 5 and 6,Genypterus blacodes,Other Marine,New Zealand,New Zealand-MFish-LIN5-6,New Zealand Areas LIN 5 and 6,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
274,NZMFishMIDDEPTHSWG-NZLINGLIN6b-1980-2006-JENSEN,NZLINGLIN6b,New Zealand ling New Zealand Area LIN 6b,Genypterus blacodes,Other Marine,New Zealand,New Zealand-MFish-LIN6b,New Zealand Areas LIN 6b,NZMFishMIDDEPTHSWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
275,NZMFishMIDDEPTHSWG-NZLINGLIN72-1972-2007-JENSEN,NZLINGLIN72,New Zealand ling New Zealand Area LIN 72,Genypterus blacodes,Other Marine,New Zealand,New Zealand-MFish-LIN72,New Zealand Areas LIN 72,NZMFishMIDDEPTHSWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
276,NZMFishMIDDEPTHSWG-NZLINGLIN7WC-1972-2008-JENSEN,NZLINGLIN7WC,New Zealand ling New Zealand Area LIN 7WC - WCSI,Genypterus blacodes,Other Marine,New Zealand,New Zealand-MFish-LIN7WC-WCSI,New Zealand Areas LIN 7WC-WCSI,NZMFishMIDDEPTHSWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
277,NIWA-PAUANPAU5A-1965-2010-CORDUE,PAUANPAU5A,Black Foot Paua NZ North PAUA5A,Haliotis iris,Invertebrate,New Zealand,New Zealand-MFish-NPAU5A,NZ Area North PAUA 5A,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,NA,81,1
278,NIWA-AUSSALMONNZ-1975-2006-JENSEN,AUSSALMONNZ,Australian salmon New Zealand,Arripis trutta,Other Marine,New Zealand,New Zealand-MFish-NZ,New Zealand,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
279,NZMFishINSHOREWG-BNSNZ-1935-2011-CORDUE,BNSNZ,Bluenose New Zealand,Hyperoglyphe antarctica,Other Marine,New Zealand,New Zealand-MFish-NZ,New Zealand,NZMFishINSHOREWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
280,NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN,GEMFISHNZ,common gemfish New Zealand,Rexea solandri,Other Marine,New Zealand,New Zealand-MFish-NZ,New Zealand,NZMFishMIDDEPTHSWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
281,NIWA-OROUGHYNZMEC-1909-2011-CORDUE,OROUGHYNZMEC,Orange roughy New Zealand Mid East Coast,Hoplostethus atlanticus,Other Marine,New Zealand,New Zealand-MFish-NZMEC,New Zealand Mid East Coast,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
282,NZMFishSHELLFISHWG-PAUAPAU5B-1963-2007-JENSEN,PAUAPAU5B,New Zealand abalone species New Zealand Area PAU 5B,Haliotis iris,Invertebrate,New Zealand,New Zealand-MFish-PAU5B,New Zealand Area PAU 5B (Stewart Island),NZMFishSHELLFISHWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,NA,81,1
283,NZMFishSHELLFISHWG-PAUAPAU5D-1964-2006-JENSEN,PAUAPAU5D,New Zealand abalone species New Zealand Area PAU 5D,Haliotis iris,Invertebrate,New Zealand,New Zealand-MFish-PAU5D,New Zealand Area PAU 5D (Otago),NZMFishSHELLFISHWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,NA,81,1
284,NIWA-PAUAPAU7-1965-2011-CORDUE,PAUAPAU7,New Zealand abalone species New Zealand Area PAU 7,Haliotis iris,Invertebrate,New Zealand,New Zealand-MFish-PAU7,New Zealand Area PAU 7 (Marlborough),NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,NA,81,1
285,NIWA-BLACKOREOPR-1974-2009-CORDUE,BLACKOREOPR,Black Oreo Pukaki Rise,Allocyttus niger,Other Marine,New Zealand,New Zealand-MFish-PR,Pukaki Rise,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
286,NIWA-SOUTHHAKESA-1974-2011-CORDUE,SOUTHHAKESA,Southern hake Sub-Antarctic,Merluccius australis,Gadids,New Zealand,New Zealand-MFish-SA,Sub-Antarctic,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
287,NIWA-TARAKNZ-1932-2007-CORDUE,TARAKNZ,Tarakihi New Zealand,Nemadactylus macropterus,Other Marine,New Zealand,New Zealand-MFish-SA,Sub-Antarctic,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
288,NIWA-SMOOTHOREOSLD-1973-2007-CORDUE,SMOOTHOREOSLD,Smooth Oreo Southland,Pseudocyttus maculatus,Other Marine,New Zealand,New Zealand-MFish-SLD,Southland,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
289,NIWA-PAUASPAU5A-1965-2009-CORDUE,PAUASPAU5A,Black Foot Paua NZ South PAUA5A,Haliotis iris,Invertebrate,New Zealand,New Zealand-MFish-SPAU5A,NZ Area South PAUA 5A,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,NA,81,1
290,NIWA-GSTRGZRSTA7-1964-2007-CORDUE,GSTRGZRSTA7,Giant stargazer NZ Area STA7,Kathetostoma giganteum,Other Marine,New Zealand,New Zealand-MFish-STA7,NZ Area STA7,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
