,IdOrig,SciName,CommName,Country,Year,Policy,Dbase,IdLevel,BvBmsy,FvFmsy,Catch,MSY,Profits,Biomass,Price,MarginalCost,SpeciesCatName,RegionFAO
81135,13634-FAO-37-38,Prionace glauca,Blue shark,Spain,2012,Historic,FAO,Species,1.393185678,0.408320528,22,38.67340983,16769.59908,1174.336446,886.7251575,482026.0046,"Sharks, rays, chimaeras",37
81198,13635-FAO-87-38,Prionace glauca,Blue shark,Spain,2012,Historic,FAO,Species,1.456836337,0.703078662,6308,6158.529155,4709654.752,146325.2991,886.7251575,52651865.1,"Sharks, rays, chimaeras",87
81261,13649-FAO-34-33,Boops boops,Bogue,Spain,2012,Historic,FAO,Species,0.680973984,0.050833124,14,404.4368469,33736.98568,2732.936173,2847.466768,5820210.433,Miscellaneous coastal fishes,34
81324,13650-FAO-27-33,Boops boops,Bogue,Spain,2012,Historic,FAO,Species,1.566039779,2.292123873,13219,3682.626966,29753651.57,41318.18724,2847.466768,34700675.98,Miscellaneous coastal fishes,27
81450,13653-FAO-27-31,Scophthalmus rhombus,Brill,Spain,2012,Historic,FAO,Species,0.394977395,2.668194995,19,18.02867437,17242.48037,20.75582845,6955.084295,128895.5781,"Flounders, halibuts, soles",27
81513,13654-FAO-37-31,Scophthalmus rhombus,Brill,Spain,2012,Historic,FAO,Species,0.548177854,0.907804724,5,10.04745522,19008.924,15.98043116,6955.084295,71406.74892,"Flounders, halibuts, soles",37
81650,13667-FAO-37-45,Penaeus kerathurus,Caramote prawn,Spain,2012,Historic,FAO,Species,0.498360165,1.259426929,84,133.8329311,150996.4952,512.4497751,3996.106162,1938184.339,"Shrimps, prawns",37
81713,1367-FAO-37-35,Engraulis encrasicolus,European anchovy,Bulgaria,2012,Historic,FAO,Species,0.463089652,0.153857171,9,94.73728915,4423.413627,448.1649427,956.8205335,475735.3514,"Herrings, sardines, anchovies",37
82217,13690-FAO-27-33,Serranus cabrilla,Comber,Spain,2012,Historic,FAO,Species,0.6292786,0.60961356,100,260.6768224,218058.356,1318.794626,3357.209607,3364099.075,Miscellaneous coastal fishes,27
82280,13691-FAO-27-57,Sepia officinalis,Common cuttlefish,Spain,2012,Historic,FAO,Species,1.476202787,0.396662937,1685,2877.61217,3578433.092,46845.81473,2444.773569,40784744.83,"Squids, cuttlefishes, octopuses",27
82458,13695-FAO-37-33,Dentex dentex,Common dentex,Spain,2012,Historic,FAO,Species,0.910576939,1.331597048,93,76.69966686,183732.6076,1815.768307,2847.466768,3860771.679,Miscellaneous coastal fishes,37
82683,13701-FAO-34-57,Octopus vulgaris,Common octopus,Spain,2012,Historic,FAO,Species,1.282637666,0.071400808,3536,38610.47462,10698783.33,546286.9347,3326.245543,744802650.9,"Squids, cuttlefishes, octopuses",34
82838,13704-FAO-37-33,Pagellus erythrinus,Common pandora,Spain,2012,Historic,FAO,Species,1.133165784,0.733957818,583,700.9773762,1318470.126,5711.688204,2847.466768,6636611.467,Miscellaneous coastal fishes,37
82901,13705-FAO-37-52,Littorina littorea,Common periwinkle,Spain,2012,Historic,FAO,Species,0.730009671,0.138527883,16,158.2173739,17460.41656,1009.360914,1353.428871,917442.7928,"Abalones, winkles, conchs",37
82964,13706-FAO-27-45,Palaemon serratus,Common prawn,Spain,2012,Historic,FAO,Species,0.69901189,1.997332631,68,48.70504537,135115.9413,267.9225358,3615.619456,658383.8868,"Shrimps, prawns",27
83027,13707-FAO-37-45,Palaemon serratus,Common prawn,Spain,2012,Historic,FAO,Species,0.426794424,4.835787448,11,5.32974885,1517.23717,17.42126779,3615.619456,69546.71084,"Shrimps, prawns",37
83090,13708-FAO-27-45,Crangon crangon,Common shrimp,Spain,2012,Historic,FAO,Species,0.362697306,0.014972433,3,552.439284,6975.085062,2053.461725,2906.285384,8461832.766,"Shrimps, prawns",27
83153,13709-FAO-37-45,Crangon crangon,Common shrimp,Spain,2012,Historic,FAO,Species,0.377894039,0.205891494,16,205.6418663,26904.61723,780.5922892,2906.285384,3068752.443,"Shrimps, prawns",37
83328,13712-FAO-37-31,Solea solea,Common sole,Spain,2012,Historic,FAO,Species,0.405279921,0.505996918,105,512.0193101,277129.6429,1988.208479,5437.513478,13443733.88,"Flounders, halibuts, soles",37
83391,13713-FAO-37-43,Palinurus elephas,Common spiny lobster,Spain,2012,Historic,FAO,Species,0.397452297,1.595240533,45,70.97433406,122852.7879,272.7873058,10522.15395,3649738.265,"Lobsters, spiny-rock lobsters",37
84021,13728-FAO-34-45,Parapenaeus longirostris,Deep-water rose shrimp,Spain,2012,Historic,FAO,Species,0.389458312,0.680106526,1582,5972.670548,4366430.874,20644.12955,6653.856251,173718352.8,"Shrimps, prawns",34
84084,13729-FAO-27-45,Parapenaeus longirostris,Deep-water rose shrimp,Spain,2012,Historic,FAO,Species,0.347964967,0.553893869,1136,5894.083067,2903661.887,20186.85967,6653.856251,196122911.8,"Shrimps, prawns",27
84524,13739-FAO-47-34,Lophius vomerinus,Devil anglerfish,Spain,2012,Historic,FAO,Species,0.856180401,0.009664768,20,2416.981138,59653.24918,56448.13451,3222.055635,146536981.2,Miscellaneous demersal fishes,47
84587,1374-FAO-37-35,Sprattus sprattus,European sprat,Bulgaria,2012,Historic,FAO,Species,0.561779457,0.7476034,2836,5064.427612,94405.10755,32425.05558,76.17909082,2334385.572,"Herrings, sardines, anchovies",37
84965,13746-FAO-34-33,Epinephelus marginatus,Dusky grouper,Spain,2012,Historic,FAO,Species,0.5244038,1.549000052,21,25.8524694,31279.0229,341.009138,3357.209607,1469754.062,Miscellaneous coastal fishes,34
85028,13747-FAO-27-33,Epinephelus marginatus,Dusky grouper,Spain,2012,Historic,FAO,Species,0.433681183,0.215442008,18,192.6511203,37935.80465,2206.856279,3357.209607,11671269.24,Miscellaneous coastal fishes,27
85091,13748-FAO-37-33,Epinephelus marginatus,Dusky grouper,Spain,2012,Historic,FAO,Species,0.579868754,0.878675963,23,45.14081358,44443.1538,700.4913937,3357.209607,2781565.209,Miscellaneous coastal fishes,37
85154,13751-FAO-27-76,Echinodermata,Echinoderms,Spain,2012,Historic,FAO,Species,1.562714309,0.4744901,709,956.1796373,201545.5348,11380.33015,327.0864411,1120585.832,Sea-urchins and other echinoderms,27
85280,13757-FAO-34-35,Engraulis encrasicolus,European anchovy,Spain,2012,Historic,FAO,Species,0.367714972,0.043094266,30,1419.880257,15696.50766,4521.526693,956.8205335,5752378.715,"Herrings, sardines, anchovies",34
85380,13759-FAO-37-35,Engraulis encrasicolus,European anchovy,Spain,2012,Historic,FAO,Species,0.646355083,0.987346787,11022,12953.31076,4790606.441,83714.4411,956.8205335,63260236,"Herrings, sardines, anchovies",37
85443,13761-FAO-34-34,Conger conger,European conger,Spain,2012,Historic,FAO,Species,0.599927318,0.531517273,30,94.08171686,67653.47931,1522.959748,3484.482764,6081910.88,Miscellaneous demersal fishes,34
85506,13762-FAO-27-34,Conger conger,European conger,Spain,2012,Historic,FAO,Species,1.604255549,0.429421199,4576,6642.460578,13971650.9,217361.9849,3484.482764,298475890.5,Miscellaneous demersal fishes,27
85569,13763-FAO-37-34,Conger conger,European conger,Spain,2012,Historic,FAO,Species,0.754225572,0.412364573,134,430.8461316,345494.3661,8250.184102,3484.482764,25732343.64,Miscellaneous demersal fishes,37
85742,13766-FAO-27-31,Platichthys flesus,European flounder,Spain,2012,Historic,FAO,Species,0.468703275,0.536975487,8,31.78612144,10583.60339,131.3680863,2418.449201,333212.8467,"Flounders, halibuts, soles",27
85805,13768-FAO-27-57,Todarodes sagittatus,European flying squid,Spain,2012,Historic,FAO,Species,1.575426625,0.48683466,1170,1525.47885,1408130.843,19850.43206,1384.735413,8410364.879,"Squids, cuttlefishes, octopuses",27
85994,13775-FAO-37-43,Homarus gammarus,European lobster,Spain,2012,Historic,FAO,Species,0.331044855,3.161598906,2,1.910893051,-1612.214874,5.036612891,8798.309895,63817.84995,"Lobsters, spiny-rock lobsters",37
86057,13776-FAO-34-35,Sardina pilchardus,European pilchard(=Sardine),Spain,2012,Historic,FAO,Species,0.583885634,0.005809006,243,53732.60631,84051.90015,328869.2953,508.7684931,148367785.3,"Herrings, sardines, anchovies",34
86148,13778-FAO-37-35,Sardina pilchardus,European pilchard(=Sardine),Spain,2012,Historic,FAO,Species,0.719704378,0.538381001,13638,26397.82097,3667583.775,170369.3895,508.7684931,59503842.61,"Herrings, sardines, anchovies",37
86211,13780-FAO-34-33,Dicentrarchus labrax,European seabass,Spain,2012,Historic,FAO,Species,0.834979161,1.949032591,9,5.530288289,22859.18302,36.30843921,4059.514366,83843.20203,Miscellaneous coastal fishes,34
86274,13781-FAO-27-33,Dicentrarchus labrax,European seabass,Spain,2012,Historic,FAO,Species,0.638907009,1.983279768,522,411.9541372,1076968.155,2627.435168,4059.514366,8517824.018,Miscellaneous coastal fishes,27
86337,13782-FAO-37-33,Dicentrarchus labrax,European seabass,Spain,2012,Historic,FAO,Species,0.803378279,1.21283929,132,135.4723262,355032.1411,866.2754919,4059.514366,2086710.54,Miscellaneous coastal fishes,37
86619,1379-FAO-37-33,Mugil cephalus,Flathead grey mullet,Bulgaria,2012,Historic,FAO,Species,0.785129983,1.799512549,25,17.69471477,28021.96094,122.8133274,1833.536062,141097.0976,Miscellaneous coastal fishes,37
86808,13813-FAO-37-45,Aristaeomorpha foliacea,Giant red shrimp,Spain,2012,Historic,FAO,Species,0.359443901,0.248666542,37,413.955112,56923.68332,1361.10723,2896.543384,5451552.877,"Shrimps, prawns",37
86933,13815-FAO-27-33,Sparus aurata,Gilthead seabream,Spain,2012,Historic,FAO,Species,0.584730704,0.452391335,56,211.6985335,120503.237,1211.958294,3284.72301,3453514.508,Miscellaneous coastal fishes,27
86996,13816-FAO-37-33,Sparus aurata,Gilthead seabream,Spain,2012,Historic,FAO,Species,1.56793335,0.407133727,760,1190.553494,2185294.904,13705.15307,3284.72301,13359304.15,Miscellaneous coastal fishes,37
87122,13820-FAO-27-55,Pecten maximus,Great Atlantic scallop,Spain,2012,Historic,FAO,Species,0.285348212,1.874730845,95,177.5863271,-4433.220393,439.1140372,1719.5472,1227655.271,"Scallops, pectens",27
87185,13828-FAO-27-33,Trachinus draco,Greater weever,Spain,2012,Historic,FAO,Species,0.824579213,1.090974164,20,22.23223616,24991.38968,140.7944494,1833.536062,147652.2899,Miscellaneous coastal fishes,27
87248,13829-FAO-37-33,Trachinus draco,Greater weever,Spain,2012,Historic,FAO,Species,0.737499227,0.82383209,41,67.48132215,50568.47351,396.9610196,1833.536062,470763.8875,Miscellaneous coastal fishes,37
87374,13830-FAO-27-42,Carcinus maenas,Green crab,Spain,2012,Historic,FAO,Species,0.316123575,0.095690883,5,165.2884685,10229.57229,535.8040312,3411.590862,2974161.683,"Crabs, sea-spiders",27
87437,13841-FAO-27-56,Ruditapes decussatus,Grooved carpet shell,Spain,2012,Historic,FAO,Species,1.227687832,0.348678287,734,1714.680484,604080.7152,23052.71623,970.4297157,9559168.172,"Clams, cockles, arkshells",27
87500,13842-FAO-37-56,Ruditapes decussatus,Grooved carpet shell,Spain,2012,Historic,FAO,Species,1.035768066,0.002564098,1,376.5329148,930.4012901,4033.820911,970.4297157,1948947.344,"Clams, cockles, arkshells",37
87878,13855-FAO-37-38,Centrophorus granulosus,Gulper shark,Spain,2012,Historic,FAO,Species,1.55714572,0.257675988,6,14.95367868,4098.077378,173.9033277,766.9049981,40056.77306,"Sharks, rays, chimaeras",37
88255,13881-FAO-34-34,Zeus faber,John dory,Spain,2012,Historic,FAO,Species,1.409600863,0.162776779,38,165.6132158,101407.4827,1834.01376,2982.64717,1842715.657,Miscellaneous demersal fishes,34
88318,13882-FAO-27-34,Zeus faber,John dory,Spain,2012,Historic,FAO,Species,1.635615612,0.173796317,1086,3820.39273,2939411.717,47431.1259,2982.64717,40649283.95,Miscellaneous demersal fishes,27
88381,13884-FAO-37-34,Zeus faber,John dory,Spain,2012,Historic,FAO,Species,1.531589526,0.215908328,70,211.6831351,186764.9157,2520.506038,2982.64717,2323440.436,Miscellaneous demersal fishes,37
88669,13894-FAO-34-34,Trichiurus lepturus,Largehead hairtail,Spain,2012,Historic,FAO,Species,1.197438513,0.052065478,33,529.3109269,24925.80943,1818.894153,828.2497344,441626.4658,Miscellaneous demersal fishes,34
88732,13902-FAO-27-31,Microstomus kitt,Lemon sole,Spain,2012,Historic,FAO,Species,0.407052972,0.313926714,189,1479.049131,302409.2208,4537.070125,2877.791732,15042259.95,"Flounders, halibuts, soles",27
88954,13923-FAO-41-34,Patagonotothen ramsayi,Longtail Southern cod,Spain,2012,Historic,FAO,Species,1.672272226,0.204599281,27360,79965.93393,33893402.58,808428.0821,1368.908302,290485306.8,Miscellaneous demersal fishes,41
89017,13929-FAO-34-35,Sardinella maderensis,Madeiran sardinella,Spain,2012,Historic,FAO,Species,1.241408071,0.694860097,93,80.85972774,16674.91487,784.4359644,293.2523318,87850.48874,"Herrings, sardines, anchovies",34
89873,13981-FAO-37-42,Carcinus aestuarii,Mediterranean shore crab,Spain,2012,Historic,FAO,Species,0.356496695,0.197886257,17,240.9782125,32395.76787,752.2425824,3411.590862,3531370.748,"Crabs, sea-spiders",37
89936,13984-FAO-34-31,Lepidorhombus whiffiagonis,Megrim,Spain,2012,Historic,FAO,Species,0.452219275,0.02325805,1,95.07747215,3214.260905,1025.282169,3934.545389,5910176.968,"Flounders, halibuts, soles",34
89999,13986-FAO-37-31,Lepidorhombus whiffiagonis,Megrim,Spain,2012,Historic,FAO,Species,0.365509571,1.232135196,32,71.05470831,32078.01157,647.2980844,3934.545389,4678110.951,"Flounders, halibuts, soles",37
91037,14007-FAO-21-45,Pandalus borealis,Northern prawn,Spain,2012,Historic,FAO,Species,0.379069471,0.131593367,34,681.5945474,40209.76841,2297.910575,1869.238483,5584599.962,"Shrimps, prawns",21
91100,14009-FAO-27-57,Illex illecebrosus,Northern shortfin squid,Spain,2012,Historic,FAO,Species,1.567527191,1.065841311,8151,4878.690427,7781214.195,55934.42705,1145.154249,18991660.27,"Squids, cuttlefishes, octopuses",27
91404,14013-FAO-37-43,Nephrops norvegicus,Norway lobster,Spain,2012,Historic,FAO,Species,0.453912802,2.099533141,528,554.0369837,964152.7771,2696.194303,6171.724399,19109259.44,"Lobsters, spiny-rock lobsters",37
92029,1403-FAO-37-33,Liza saliens,Leaping mullet,Bulgaria,2012,Historic,FAO,Species,1.328628633,1.417300974,15,7.965729709,21622.70263,93.02085276,1833.536062,63043.17633,Miscellaneous coastal fishes,37
92092,14033-FAO-41-57,Loligo gahi,Patagonian squid,Spain,2012,Historic,FAO,Species,1.60503825,0.247542857,11241,28292.35909,17009617.11,470957.6553,1690.429407,255993115.1,"Squids, cuttlefishes, octopuses",41
92218,14036-FAO-41-34,Dissostichus eleginoides,Patagonian toothfish,Spain,2012,Historic,FAO,Species,1.199791555,0.462826146,194,349.3639135,811866.1971,10591.67114,5037.415671,29979697.59,Miscellaneous demersal fishes,41
92470,14047-FAO-27-38,Squalus acanthias,Picked dogfish,Spain,2012,Historic,FAO,Species,0.270851836,0.735633586,7,35.13214831,743.535928,231.3340458,766.9049981,436492.5496,"Sharks, rays, chimaeras",27
92533,14050-FAO-37-38,Squalus acanthias,Picked dogfish,Spain,2012,Historic,FAO,Species,1.057527415,0.324338935,1,2.915474715,634.5512521,76.17707459,766.9049981,36992.00025,"Sharks, rays, chimaeras",37
92596,14051-FAO-41-34,Genypterus blacodes,Pink cusk-eel,Spain,2012,Historic,FAO,Species,1.525907748,0.577240047,2583,2932.511167,3880903.73,79944.35078,1751.526554,55753065.85,Miscellaneous demersal fishes,41
93144,14080-FAO-27-56,Venerupis pullastra,Pullet carpet shell,Spain,2012,Historic,FAO,Species,1.622985427,0.248874597,983,2433.651166,854852.9272,41498.87471,970.4297157,12856163.2,"Clams, cockles, arkshells",27
93646,14094-FAO-27-34,Cepola macrophthalma,Red bandfish,Spain,2012,Historic,FAO,Species,1.49638422,0.237312052,22,61.95263273,26771.44233,735.0507684,1368.908302,320183.8974,Miscellaneous demersal fishes,27
93709,14097-FAO-37-33,Mullus barbatus,Red mullet,Spain,2012,Historic,FAO,Species,1.445199757,0.505983104,844,1154.193308,582084.225,13436.71073,805.9859018,3585131.353,Miscellaneous coastal fishes,37
93822,14100-FAO-27-33,Pagrus pagrus,Red porgy,Spain,2012,Historic,FAO,Species,0.565515461,0.079554409,47,1044.694043,105497.5902,5644.496849,2847.466768,14311444.95,Miscellaneous coastal fishes,27
93885,14101-FAO-37-33,Pagrus pagrus,Red porgy,Spain,2012,Historic,FAO,Species,1.159064094,0.481484977,81,145.1425755,189756.6421,1223.960936,2847.466768,1395291.445,Miscellaneous coastal fishes,37
94074,14110-FAO-34-35,Sardinella aurita,Round sardinella,Spain,2012,Historic,FAO,Species,0.228463636,17.18335122,369,70.4957082,-132162.1137,124.246399,293.2523318,75315.78252,"Herrings, sardines, anchovies",34
94199,14118-FAO-37-33,Plectorhinchus mediterraneus,Rubberlip grunt,Spain,2012,Historic,FAO,Species,0.435999682,0.383584722,13,77.7312906,13343.16374,313.7175952,1833.536062,658060.4453,Miscellaneous coastal fishes,37
94262,14124-FAO-37-33,Oblada melanura,Saddled seabream,Spain,2012,Historic,FAO,Species,1.265622702,0.464454875,49,83.3581943,117116.993,818.5315516,2847.466768,871186.7704,Miscellaneous coastal fishes,37
94325,14130-FAO-37-33,Sarpa salpa,Salema,Spain,2012,Historic,FAO,Species,1.212826072,0.566652563,126,183.3391288,294952.6534,1652.823641,2847.466768,1812279.103,Miscellaneous coastal fishes,37
94514,14135-FAO-37-33,Lithognathus mormyrus,Sand steenbras,Spain,2012,Historic,FAO,Species,0.979247586,0.538071432,91,172.7066054,202905.2667,1367.380573,2847.466768,1904357.683,Miscellaneous coastal fishes,37
95017,14151-FAO-34-45,Plesiopenaeus edwardsianus,Scarlet shrimp,Spain,2012,Historic,FAO,Species,0.393732004,0.094897944,11,294.3982096,21647.04182,1139.631587,2896.543384,4258130.385,"Shrimps, prawns",34
96077,14184-FAO-27-38,Isurus oxyrinchus,Shortfin mako,Spain,2012,Historic,FAO,Species,0.946952988,3.183443925,368,122.0737245,201529.3448,40551.54123,886.7251575,56360077.23,"Sharks, rays, chimaeras",27
96329,14189-FAO-57-38,Isurus oxyrinchus,Shortfin mako,Spain,2012,Historic,FAO,Species,0.955018745,6.849129753,20,3.057614335,9272.282872,958.6179,886.7251575,1295044.006,"Sharks, rays, chimaeras",57
96518,14192-FAO-87-38,Isurus oxyrinchus,Shortfin mako,Spain,2012,Historic,FAO,Species,0.861309221,96.52882957,499,6.001839934,-75267.06751,1554.481399,886.7251575,2268008.349,"Sharks, rays, chimaeras",87
96581,14195-FAO-34-38,Carcharhinus falciformis,Silky shark,Spain,2012,Historic,FAO,Species,0.893200898,0.784083668,15,21.41803876,9759.057745,455.9516724,886.7251575,299848.7614,"Sharks, rays, chimaeras",34
96644,14200-FAO-27-34,Lepidopus caudatus,Silver scabbardfish,Spain,2012,Historic,FAO,Species,1.774263055,0.209845128,1097,2946.386578,826572.5263,14616.80791,828.2497344,2376543.974,Miscellaneous demersal fishes,27
96833,14217-FAO-27-38,Scyliorhinus canicula,Small-spotted catshark,Spain,2012,Historic,FAO,Species,1.437874605,0.574540716,582,704.5002639,311212.3447,15392.49114,629.5983471,3900767.611,"Sharks, rays, chimaeras",27
97211,14247-FAO-27-42,Maja squinado,Spinous spider crab,Spain,2012,Historic,FAO,Species,0.491673624,3.505450998,331,192.0468473,273149.8288,982.221912,3411.590862,3520577.309,"Crabs, sea-spiders",27
97274,14248-FAO-37-42,Maja squinado,Spinous spider crab,Spain,2012,Historic,FAO,Species,1.042336005,1.296406172,5,3.700165713,12531.81296,29.65902935,3411.590862,45800.59506,"Crabs, sea-spiders",37
97337,14249-FAO-27-34,Beryx splendens,Splendid alfonsino,Spain,2012,Historic,FAO,Species,1.179009722,0.152299368,23,128.0891518,33838.30246,3980.352583,1678.317498,3868409.141,Miscellaneous demersal fishes,27
